exact_group_id,normalized_text,representative_comment_text,n_comments,n_unique_accounts,n_unique_videos,n_unique_brands,n_actor_types,actor_types,actor_pair_scope,accounts,platform_usernames,comment_ids,video_ids,video_urls,brands,hcc_ids,contains_community_actor,contains_mass_actor,contains_lcn_edge_account_pair,presentation_eligible
EXACT_GROUP_00746,skin care ff dok,skin care FF dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_5f4db9f91428;MASS_cef1e665e417,ical2472;veronikaseli380,7428442625915863813;7428566527429034759,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00747,skinaza dok,skinaza dok,11,11,1,1,1,Mass Actor,Mass–Mass,MASS_08dfe0274c19;MASS_187302f8330f;MASS_222d73762dce;MASS_276886ec10b3;MASS_44c361a38aba;MASS_5dd923b450d0;MASS_62a7488421d7;MASS_6343c534b524;MASS_716b65fb03e3;MASS_a23b66cfa489;MASS_a3c7ac9a82fd,aeni3238;antul69;assyahirah_26;jnan.syaaa;lsnaa_26;mayanggg_2612;tati886228;uni.warhangan;vvvladiva;xx_urgirl;yesirhmwti384,7428443460883612422;7428545932809208582;7428549263011726088;7428560487711195910;7428564877588333320;7428752452876469000;7428958325913895687;7429170275432678150;7429173242520142610;7429301837008225030;7429508357507695366,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00748,skincare charismalux dok,skincare charismalux dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_84106325df06;MASS_f9c97f08fb80,inggrid.natasya;nursaleha57,7428962064527983366;7429349565075456774,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00749,skincare ff dong dok,Skincare ff dong dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_823440c7874e;MASS_cf1fa519507d,1mh419;asthy1616,7428486982177374982;7428556677446320901,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00750,skincare kezia dok,skincare Kezia dok,2,1,1,1,1,Mass Actor,Mass–Mass,MASS_dc3ea6b2f93a,daisybiuluve,7428533638523994885;7428533939083903749,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,False
EXACT_GROUP_00751,skincare lumiwhite dok,skincare lumiwhite dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_26abd83f1ab0;MASS_34bec4d9e666,fitrielliyanti;pasyppaa_,7430257660300575496;7433729083576288008,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00752,skincare zeluxe dok,skincare zeluxe dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_1fd40d091f49;MASS_f1a4ffc8ac63,intanalawiyah.120;niaaputtrii,7428444947890209542;7429218045107438341,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00753,skinnaza dok,Skinnaza dok,11,11,1,1,1,Mass Actor,Mass–Mass,MASS_021d71dcd799;MASS_409f6f3a8364;MASS_41932aa4afc5;MASS_486951448c72;MASS_4f8d642cc262;MASS_6b05b4d49f82;MASS_88b07d5d4822;MASS_a4b9d87147a7;MASS_b42e7167cb04;MASS_ca26adf1556c;MASS_e28b7e685858,chenyrhm;horiinr_;maya00.04;ngaarl;ngkbolehkepo4;rendyamar1;rieeee0401;yay.anggg;yenirahmawardani1;yulichaa24;yynprst,7428442622173512453;7428443887016919813;7428445683324240646;7428458528794329861;7428458812678095621;7428459404263228166;7428515679609864968;7428517563661632261;7428543676690187014;7428546606553203476;7428767751119225606,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00754,skinnaza dokk,SKINNAZA dokk,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_5074260d3d67;MASS_cfaf090a8654,mbakryaaaaaa;sf_putriiii,7428479760882369286;7429153064093598470,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,False
EXACT_GROUP_00755,skinnaza dong dok,skinnaza dong dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_4c9faf32f8f7;MASS_cfa4663c6b22,nikacu_;pptty117,7430248366234665734;7449779374562329361,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00756,sold,sold,3,3,1,1,1,Mass Actor,Mass–Mass,MASS_102cd1593688;MASS_503ee2ebf2d2;MASS_639a02a7f7fb,gu3mush_;itsme.hny_;salsabila_shanaya,7476295389161079553;7478969416920138514;7553987623778747137,7262186413284822277,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT,Maryame,,False,True,False,True
EXACT_GROUP_00757,ss glow dok,SS GLOW dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_c52c885467bb;MASS_d2995f68c2f6,fiaa.shlptra;ikhsannn__24,7428459108049355528;7428724936124695314,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,False
EXACT_GROUP_00758,ss glow up dok,ss glow up dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_1659571bdec7;MASS_2597b73accb3,fatmawt_fate;srynitaamlyah,7428441521752310546;7429184682464576262,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00759,starlite dok,starlite dok,7,7,1,1,1,Mass Actor,Mass–Mass,MASS_076f57eec66e;MASS_266ed5534d95;MASS_39b91681ea1d;MASS_427fb670153d;MASS_7c12c15abe6a;MASS_9da2c3cb1542;MASS_aff1bfc948eb,addd281;billieellz;g.e.m.o.y5;gorigorio0;k_dyani;tasya8415;zakipratama805,7428438881775502087;7428592060234679060;7428835078984581889;7428880979458638609;7429136996540695301;7429367891462783762;7435608791414260535,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00760,starlite umi alfatih dok,starlite umi alfatih dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_b21db95b26d7;MASS_cac08caad010,qadarullah10;sarofanasa7,7428877023026348818;7428877749546648325,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00761,stress,stress,4,1,1,1,1,Mass Actor,Mass–Mass,MASS_b81217af0442,buitenzorg018,7421536301457638149;7421536551051707141;7421536664240145158;7421536882922029829,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,False
EXACT_GROUP_00762,suka banget sama azarine karena kulitku jadi lebih terawat,suka banget sama azarine karena kulitku jadi lebih terawat,10,10,5,1,1,Mass Actor,Mass–Mass,MASS_32df91b7b379;MASS_32eefc7d4d0e;MASS_3beca2359fd4;MASS_47652e3adcf9;MASS_69ace0c1886d;MASS_880ac5d5618a;MASS_a251adc0b4c8;MASS_a49b0a928302;MASS_d23ab4a6c747;MASS_e5f3571a8191,skincarefan_pa00006;skincarefan_pa00016;skincarefan_pa00026;skincarefan_pa00036;skincarefan_pa00046;skincarefan_pa00056;skincarefan_pa00066;skincarefan_pa00076;skincarefan_pa00086;skincarefan_pa00096,9182736451827361116A;9182736451827361127A;9182736451827361138A;9182736451827361149A;9182736451827361161A;9182736451827361172A;9182736451827361183A;9182736451827361194A;9182736451827361215A;9182736451827361226A,7185096421220158747;7237379067773766917;7270117302614478086;7327630114282573061;7586827398084136200,https://www.tiktok.com/@afikarrhnur/video/7327630114282573061?_r=1&_t=ZS-977QMH6uaMn;https://www.tiktok.com/@asabelavvv/video/7270117302614478086?_r=1&_t=ZS-9706u4RZCe9;https://www.tiktok.com/@fvajar_/video/7185096421220158747?_r=1&_t=ZS-97075OonDV3;https://www.tiktok.com/@skinby_sindy/video/7586827398084136200?_r=1&_t=ZS-9706sCoYVV3;https://www.tiktok.com/@vivianmarguerre/video/7237379067773766917?_r=1&_t=ZS-9706fNQFwJ7,Azarine,,False,True,False,True
EXACT_GROUP_00763,suka banget sama daviena karena kulitku jadi lebih terawat,suka banget sama daviena karena kulitku jadi lebih terawat,26,26,11,1,1,Mass Actor,Mass–Mass,MASS_0466773bcfcf;MASS_12836c65b285;MASS_166d4b284980;MASS_23de92f9445d;MASS_29f5d3427baa;MASS_35e825dcf59d;MASS_38e38f18e612;MASS_41344538ea3d;MASS_4402a6409306;MASS_580fe5ad303e;MASS_644f3c08d9da;MASS_77401ed42e58;...(+14),skincarefan_pa00106;skincarefan_pa00116;skincarefan_pa00126;skincarefan_pa00136;skincarefan_pa00146;skincarefan_pa00156;skincarefan_pa00166;skincarefan_pa00176;skincarefan_pa00186;skincarefan_pa00196;skincarefan_pa00206;skincarefan_pa00216;...(+14),9182736451827361237A;9182736451827361248A;9182736451827361259A;9182736451827361271A;9182736451827361282A;9182736451827361293A;9182736451827361314A;9182736451827361325A;9182736451827361336A;9182736451827361347A;9182736451827361358A;9182736451827361369A;...(+14),7284446766534102277;7291631421565832453;7312025661835578629;7313744314927041797;7319688011891936517;7340938843190725893;7357662447248968966;7359717817601543429;7376604456818920709;7378347819268082950;7418812570569641221,https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj;https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1;https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr;https://www.tiktok.com/@irnaayu27/video/7376604456818920709?_r=1&_t=ZS-977bv4gpWsb;...(+6),Daviena,,False,True,False,True
EXACT_GROUP_00764,suka banget sama davina karena kulitku jadi lebih terawat,suka banget sama davina karena kulitku jadi lebih terawat,23,23,2,1,1,Mass Actor,Mass–Mass,MASS_02ffdafd69db;MASS_1555f7dc9abd;MASS_195705fe78fd;MASS_19e84e6e8d38;MASS_205145cea345;MASS_21bc59206de9;MASS_32c25e767ad8;MASS_3380c310fa37;MASS_4735dc73e202;MASS_4cca379be08f;MASS_74611574d860;MASS_76587da8a02a;...(+11),skincarefan_pa00366;skincarefan_pa00376;skincarefan_pa00386;skincarefan_pa00396;skincarefan_pa00406;skincarefan_pa00416;skincarefan_pa00426;skincarefan_pa00436;skincarefan_pa00446;skincarefan_pa00456;skincarefan_pa00466;skincarefan_pa00476;...(+11),9182736451827361556A;9182736451827361567A;9182736451827361578A;9182736451827361589A;9182736451827361611A;9182736451827361622A;9182736451827361633A;9182736451827361644A;9182736451827361655A;9182736451827361666A;9182736451827361677A;9182736451827361688A;...(+11),7421104723333483782;7596239649517899016,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00765,suka banget sama maryame karena kulitku jadi lebih terawat,suka banget sama maryame karena kulitku jadi lebih terawat,71,71,18,1,1,Mass Actor,Mass–Mass,MASS_1cd186c4b0a4;MASS_1ed198b5f919;MASS_213cd3c53c1d;MASS_24c0c8d06c50;MASS_27b84021186d;MASS_285b6e245c98;MASS_2ab5c72e7e5d;MASS_2c973381d5d0;MASS_34086bf3eae0;MASS_36dca415061f;MASS_3701fa0968e6;MASS_3a43d43bd03a;...(+59),..riska83;.asics8;.dfw02;.icaaahh;.machalatte_1212;.niki.nink.thakari;.rezzz0a;.skydin;.v_0x;_.anggiiiiiii;_4rinss;___taa27;...(+59),9182736451827361842A;9182736451827361853A;9182736451827361864A;9182736451827361875A;9182736451827361886A;9182736451827361897A;9182736451827361918A;9182736451827361929A;9182736451827361941A;9182736451827361952A;9182736451827361963A;9182736451827361974A;...(+59),7167562475641048347;7182401543491128602;7262186413284822277;7279666593129434374;7312632181094894854;7361323225038540037;7401739344085585158;7418514646698642693;7421364555957275910;7421835937988070662;7424146834534239493;7428436533981613318;...(+6),https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@deswitatata2/video/7279666593129434374?_r=1&_t=ZS-9702EZVUuGo;https://www.tiktok.com/@dewihanijayanti/video/7401739344085585158?_r=1&_t=ZS-977UnQIjZqs;https://www.tiktok.com/@dewihanijayanti/video/7472351771025755410?_r=1&_t=ZS-9702VldBrPj;https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4;...(+13),Maryame,,False,True,False,True
EXACT_GROUP_00766,suka banget sama originote karena kulitku jadi lebih terawat,suka banget sama originote karena kulitku jadi lebih terawat,19,19,10,1,1,Mass Actor,Mass–Mass,MASS_167a30db496a;MASS_1a5637407d4a;MASS_2bf7b26a6e3c;MASS_47c1bd8f52bf;MASS_676ee66e2d1d;MASS_83ceeb0cee0c;MASS_8dac8956d6a2;MASS_90642f1a7103;MASS_95253cf2cc1d;MASS_9facf1642729;MASS_a6c51ef06589;MASS_ab47dfe3b019;...(+7),_aryn14;_azzira;_bntgvrgo;_camelia138;_ciprut2;_dee019;_dull23;_erriicaaa;_febyy18;_giansa_;_hs122;_indrirstamy;...(+7),9182736451827362821A;9182736451827362832A;9182736451827362843A;9182736451827362854A;9182736451827362865A;9182736451827362876A;9182736451827362887A;9182736451827362898A;9182736451827362919A;9182736451827362931A;9182736451827362942A;9182736451827362953A;...(+7),7122773893844061466;7129446710400601371;7145783136914296090;7194330759329631514;7208499827234131226;7235406683676167430;7242204399928593669;7258280563352587526;7306081689422351622;7314309007341063429,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv;https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@dww.srtk/video/7306081689422351622?_r=1&_t=ZS-9701GJQuJW6;https://www.tiktok.com/@glowupyuk34/video/7208499827234131226?_r=1&_t=ZS-9701i7ODr2A;https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;...(+5),The Originote,,False,True,False,True
EXACT_GROUP_00767,"sumpah azarine retinol ini beneran ngefek di kulit aku, seneng banget nemu produk ini","sumpah azarine retinol ini beneran ngefek di kulit aku, seneng banget nemu produk ini",4,3,3,1,1,Community Actor,Community–Community,produkjujur_r3c00m01x6024;produkjujur_r3c00m02x8296;skinreview_r3c04m02x8520,produkjujur_r3c00m01x6024;produkjujur_r3c00m02x8296;skinreview_r3c04m02x8520,2516721591643168867;4064783267189377566;5558934145933141700;9986460564241428404,7270117302614478086;7313383346447322373;7586827398084136200,https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J;https://www.tiktok.com/@asabelavvv/video/7270117302614478086?_r=1&_t=ZS-9706u4RZCe9;https://www.tiktok.com/@skinby_sindy/video/7586827398084136200?_r=1&_t=ZS-9706sCoYVV3,Azarine,181;204,True,False,False,True
EXACT_GROUP_00768,"sumpah daviena retinol ini beneran ngefek di kulit aku, seneng banget nemu produk ini","sumpah daviena retinol ini beneran ngefek di kulit aku, seneng banget nemu produk ini",3,3,2,1,1,Community Actor,Community–Community,kulitkece_r3c01m01x2583;kulitkece_r3c01m04x8079;racikcantik_r3c08m03x4529,kulitkece_r3c01m01x2583;kulitkece_r3c01m04x8079;racikcantik_r3c08m03x4529,2540591670051380526;5821164419893539775;8311610966125645775,7289028668863663365;7319688011891936517,https://www.tiktok.com/@nabellaolivia/video/7289028668863663365?_r=1&_t=ZS-977c7OOaZtJ;https://www.tiktok.com/@orinagista13/video/7319688011891936517?_r=1&_t=ZS-977cBAtDHkH,Daviena,169;182,True,False,False,True
EXACT_GROUP_00769,"sumpah maryame niacinamide ini beneran ngefek di kulit aku, seneng banget nemu produk ini","sumpah maryame niacinamide ini beneran ngefek di kulit aku, seneng banget nemu produk ini",3,3,3,1,1,Community Actor,Community–Community,glowcheck_r3c10m04x9521;glowcheck_r3c10m05x2485;glowdiary_r3c03m01x2588,glowcheck_r3c10m04x9521;glowcheck_r3c10m05x2485;glowdiary_r3c03m01x2588,6744530501620839729;7459275229885684833;7628010545987302994,7361323225038540037;7429265515434036485;7430007251076697350,https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0;https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A,Maryame,112;113,True,False,False,True
EXACT_GROUP_00770,"sumpah originote niacinamide ini beneran ngefek di kulit aku, seneng banget nemu produk ini","sumpah originote niacinamide ini beneran ngefek di kulit aku, seneng banget nemu produk ini",2,2,2,1,1,Community Actor,Community–Community,cantiknyata_r3c06m03x7677;reviewpedas_r3c09m02x6779,cantiknyata_r3c06m03x7677;reviewpedas_r3c09m02x6779,7439989525403094649;8895954836221535373,7129446710400601371;7314309007341063429,https://www.tiktok.com/@racunwithdivani/video/7314309007341063429?_r=1&_t=ZS-9701OFzBfQA;https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,The Originote,193;99,True,False,False,True
EXACT_GROUP_00771,suv dok,suv dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_99214ca7655a;MASS_fa68223a2a73,non.ifey2;terluka_84,7428445220751115013;7428601945042338565,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,False
EXACT_GROUP_00772,sw glow dok,Sw glow Dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_0e4c62baeb26;MASS_10393288ab15,lusiharyanti.16;rendiputra4182,7428469346207105798;7429134667234247429,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,False
EXACT_GROUP_00773,syh dok,syh dok,4,4,1,1,1,Mass Actor,Mass–Mass,MASS_0d22473c10d5;MASS_0d948e5aa58d;MASS_4524aff8a51e;MASS_c9da1b0ee29c,itssmycandyss927;nazwaputrileri07;shintaazil;wulandari_syasha,7428443409063871239;7429146337222984466;7429167819860017926;7430320191583748869,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,True
EXACT_GROUP_00774,tabita dok,Tabita dok,2,2,1,1,1,Mass Actor,Mass–Mass,MASS_6fa67a972f38;MASS_b09ff25ae6eb,capricorn4185;nhirmapermatasari95,7428597965876806406;7428784253137961734,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,Maryame,,False,True,False,False
EXACT_GROUP_00775,teksturnya ringan gampang meresap dan hasil azarine keliatan bagus,teksturnya ringan gampang meresap dan hasil azarine keliatan bagus,10,10,6,1,1,Mass Actor,Mass–Mass,MASS_0371253e6f50;MASS_218956a15ae1;MASS_47871b4684f7;MASS_7aa73a700918;MASS_7e8a78f5403f;MASS_91625c6ad11e;MASS_a22f4ddf0487;MASS_a23b666a7b7f;MASS_b5a943db3d69;MASS_cc43e2e1a47a,cantikdaily_pa00005;cantikdaily_pa00015;cantikdaily_pa00025;cantikdaily_pa00035;cantikdaily_pa00045;cantikdaily_pa00055;cantikdaily_pa00065;cantikdaily_pa00075;cantikdaily_pa00085;cantikdaily_pa00095,9182736451827361115A;9182736451827361126A;9182736451827361137A;9182736451827361148A;9182736451827361159A;9182736451827361171A;9182736451827361182A;9182736451827361193A;9182736451827361214A;9182736451827361225A,7185096421220158747;7237379067773766917;7270117302614478086;7313383346447322373;7327630114282573061;7586827398084136200,https://www.tiktok.com/@afikarrhnur/video/7327630114282573061?_r=1&_t=ZS-977QMH6uaMn;https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J;https://www.tiktok.com/@asabelavvv/video/7270117302614478086?_r=1&_t=ZS-9706u4RZCe9;https://www.tiktok.com/@fvajar_/video/7185096421220158747?_r=1&_t=ZS-97075OonDV3;https://www.tiktok.com/@skinby_sindy/video/7586827398084136200?_r=1&_t=ZS-9706sCoYVV3;...(+1),Azarine,,False,True,False,True
EXACT_GROUP_00776,teksturnya ringan gampang meresap dan hasil daviena keliatan bagus,teksturnya ringan gampang meresap dan hasil daviena keliatan bagus,26,26,12,1,1,Mass Actor,Mass–Mass,MASS_011ffca92b00;MASS_18b1303608d8;MASS_18b19b9913ad;MASS_1ba32f5228e7;MASS_1e20a76b7adc;MASS_27904be4956c;MASS_30e1505d6b61;MASS_40fc32e2c6ed;MASS_43f0e0b8d3cb;MASS_4f5c8fdcc6de;MASS_54cd6da633f1;MASS_6422955c5264;...(+14),cantikdaily_pa00105;cantikdaily_pa00115;cantikdaily_pa00125;cantikdaily_pa00135;cantikdaily_pa00145;cantikdaily_pa00155;cantikdaily_pa00165;cantikdaily_pa00175;cantikdaily_pa00185;cantikdaily_pa00195;cantikdaily_pa00205;cantikdaily_pa00215;...(+14),9182736451827361236A;9182736451827361247A;9182736451827361258A;9182736451827361269A;9182736451827361281A;9182736451827361292A;9182736451827361313A;9182736451827361324A;9182736451827361335A;9182736451827361346A;9182736451827361357A;9182736451827361368A;...(+14),7284446766534102277;7289028668863663365;7291631421565832453;7312025661835578629;7313744314927041797;7340938843190725893;7357662447248968966;7359717817601543429;7376604456818920709;7378347819268082950;7389110955214490886;7418812570569641221,https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj;https://www.tiktok.com/@daviena_dvn/video/7389110955214490886?_r=1&_t=ZS-9707GPqX4Ub;https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1;https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr;...(+7),Daviena,,False,True,False,True
EXACT_GROUP_00777,teksturnya ringan gampang meresap dan hasil davina keliatan bagus,teksturnya ringan gampang meresap dan hasil davina keliatan bagus,23,23,2,1,1,Mass Actor,Mass–Mass,MASS_08e19c98342f;MASS_2851e765222f;MASS_2c52c0fc1acb;MASS_32aee989bfbb;MASS_37dfe17784f1;MASS_3f10861d062d;MASS_44f569487bb5;MASS_4df3163e9151;MASS_50faa09bfc22;MASS_5761994f1a5b;MASS_747bad749dc4;MASS_827bf9db77d5;...(+11),cantikdaily_pa00365;cantikdaily_pa00375;cantikdaily_pa00385;cantikdaily_pa00395;cantikdaily_pa00405;cantikdaily_pa00415;cantikdaily_pa00425;cantikdaily_pa00435;cantikdaily_pa00445;cantikdaily_pa00455;cantikdaily_pa00465;cantikdaily_pa00475;...(+11),9182736451827361555A;9182736451827361566A;9182736451827361577A;9182736451827361588A;9182736451827361599A;9182736451827361621A;9182736451827361632A;9182736451827361643A;9182736451827361654A;9182736451827361665A;9182736451827361676A;9182736451827361687A;...(+11),7421104723333483782;7596239649517899016,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,Daviena,,False,True,False,True
EXACT_GROUP_00778,teksturnya ringan gampang meresap dan hasil maryame keliatan bagus,teksturnya ringan gampang meresap dan hasil maryame keliatan bagus,71,71,15,1,1,Mass Actor,Mass–Mass,MASS_02481057b0df;MASS_02aeb5b91ad2;MASS_0ee8eb8e2d73;MASS_0fbf329b05d2;MASS_121371c92482;MASS_12a50213b983;MASS_15db538209b9;MASS_185b65ffd794;MASS_1fd7b16d13e2;MASS_2e1217b1a671;MASS_2fa3508015b2;MASS_32c21ece93a8;...(+59),..melamun;.anuraini;.desember112;.hana1771;.m.apip;.niissaaa;.rey1507;.siskafina;.usercry_11;_.23_.10;_212484_;___hry1;...(+59),9182736451827361841A;9182736451827361852A;9182736451827361863A;9182736451827361874A;9182736451827361885A;9182736451827361896A;9182736451827361917A;9182736451827361928A;9182736451827361939A;9182736451827361951A;9182736451827361962A;9182736451827361973A;...(+59),7167562475641048347;7262186413284822277;7279666593129434374;7312632181094894854;7385065641595653382;7401739344085585158;7418514646698642693;7421364555957275910;7421835937988070662;7424146834534239493;7428436533981613318;7429265515434036485;...(+3),https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@deswitatata2/video/7279666593129434374?_r=1&_t=ZS-9702EZVUuGo;https://www.tiktok.com/@dewihanijayanti/video/7401739344085585158?_r=1&_t=ZS-977UnQIjZqs;https://www.tiktok.com/@dewihanijayanti/video/7472351771025755410?_r=1&_t=ZS-9702VldBrPj;https://www.tiktok.com/@dewihanijayanti/video/7507827983269350661?_r=1&_t=ZS-9702OSYYkz4;...(+10),Maryame,,False,True,False,True
