group_rank,cluster_id,n_comments,n_accounts,n_videos,n_brands,n_pair_edges_observed,possible_pair_count,edge_density,min_pair_similarity,mean_pair_similarity,max_pair_similarity,cluster_cohesion,cluster_quality_flag,generic_comment_share,very_short_comment_share,similarity_categories,primary_similarity_category,actor_pair_types,actor_types,network_positions,brands,video_ids,video_urls,hcc_ids,representative_comment_texts,dominant_normalized_texts,contains_community_actor,contains_mass_actor,contains_individual_actor,contains_community_mass_lcn_edge,contains_pre_lcn_multi_evidence,presentation_eligible,screenshot_eligible,screenshot_priority_score
1074,SIM_CLUSTER_01091,2,2,1,1,1,1,1.0,0.9420781420840796,0.9420781420840796,0.9420781420840796,0.9420781420840796,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Daviena,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,,TELAT || udh telat hha,telat || udh telat hha,False,True,False,False,False,False,False,5.445186
1075,SIM_CLUSTER_01101,2,2,1,1,1,1,1.0,0.9401310926646913,0.9401310926646913,0.9401310926646913,0.9401310926646913,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Daviena,7421104723333483782,https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,,tim wardah😁 || aku juga tim wardah😁,tim wardah😁 || aku juga tim wardah😁,False,True,False,False,False,False,False,5.445186
1076,SIM_CLUSTER_01152,2,2,1,1,1,1,1.0,0.9412853673404702,0.9412853673404702,0.9412853673404702,0.9412853673404702,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,Kezia dok. || coba Kezia dok..,kezia dok. || coba kezia dok.,False,True,False,False,False,False,False,5.445186
1077,SIM_CLUSTER_01165,2,2,1,1,1,1,1.0,0.9283629990014605,0.9283629990014605,0.9283629990014605,0.9283629990014605,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,seruni coba dok... || seruni dok..,seruni coba dok. || seruni dok.,False,True,False,False,False,False,False,5.445186
1078,SIM_CLUSTER_01176,2,2,1,1,1,1,1.0,0.9235800773539776,0.9235800773539776,0.9235800773539776,0.9235800773539776,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,glowsischa dok || dokk glowsischa dong,glowsischa dok || dokk glowsischa dong,False,True,False,False,False,False,False,5.445186
1079,SIM_CLUSTER_01186,2,2,1,1,1,1,1.0,0.9652127880583303,0.9652127880583303,0.9652127880583303,0.9652127880583303,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,skinazza dok || skinazza dong dok,skinazza dok || skinazza dong dok,False,True,False,False,False,False,False,5.445186
1080,SIM_CLUSTER_01188,2,2,1,1,1,1,1.0,0.9558355114523087,0.9558355114523087,0.9558355114523087,0.9558355114523087,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,jestham dokter || dokter jestham dong,jestham dokter || dokter jestham dong,False,True,False,False,False,False,False,5.445186
1081,SIM_CLUSTER_01198,2,2,1,1,1,1,1.0,0.946818445383943,0.946818445383943,0.946818445383943,0.946818445383943,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,DOK TULJI || dok tulji dok 🙏,dok tulji || dok tulji dok 🙏,False,True,False,False,False,False,False,5.445186
1082,SIM_CLUSTER_01199,2,2,1,1,1,1,1.0,0.9841038405653925,0.9841038405653925,0.9841038405653925,0.9841038405653925,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,naluglow dok || cek naluglow dok,naluglow dok || cek naluglow dok,False,True,False,False,False,False,False,5.445186
1083,SIM_CLUSTER_01200,2,2,1,1,1,1,1.0,0.9608945607752468,0.9608945607752468,0.9608945607752468,0.9608945607752468,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,dok Mbc dong || Mbc dong,dok mbc dong || mbc dong,False,True,False,False,False,False,False,5.445186
1084,SIM_CLUSTER_01208,2,2,1,1,1,1,1.0,0.9808422304011595,0.9808422304011595,0.9808422304011595,0.9808422304011595,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,Celo beauty || celo beauty dok,celo beauty || celo beauty dok,False,True,False,False,False,False,False,5.445186
1085,SIM_CLUSTER_01209,2,2,1,1,1,1,1.0,0.9786813474861222,0.9786813474861222,0.9786813474861222,0.9786813474861222,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,sci beauty || sci beauty dok,sci beauty || sci beauty dok,False,True,False,False,False,False,False,5.445186
1086,SIM_CLUSTER_01298,2,2,1,1,1,1,1.0,0.9696911956306404,0.9696911956306404,0.9696911956306404,0.9696911956306404,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,dok scarllet dong || scarllet dok,dok scarllet dong || scarllet dok,False,True,False,False,False,False,False,5.445186
1087,SIM_CLUSTER_01315,2,2,1,1,1,1,1.0,0.9563262011914526,0.9563262011914526,0.9563262011914526,0.9563262011914526,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,coba cek jeshtam dok || jeshtam dok,coba cek jeshtam dok || jeshtam dok,False,True,False,False,False,False,False,5.445186
1088,SIM_CLUSTER_01318,2,2,1,1,1,1,1.0,0.921793213045884,0.921793213045884,0.921793213045884,0.921793213045884,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,weneedbeauty doktet🙏 || Weneedbeauty donk dok,weneedbeauty doktet🙏 || weneedbeauty donk dok,False,True,False,False,False,False,False,5.445186
1089,SIM_CLUSTER_01327,2,2,1,1,1,1,1.0,0.9562132244717156,0.9562132244717156,0.9562132244717156,0.9562132244717156,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,kymskinn dok || dok coba kymskinn dok,kymskinn dok || dok coba kymskinn dok,False,True,False,False,False,False,False,5.445186
1090,SIM_CLUSTER_01339,2,2,1,1,1,1,1.0,1.0,1.0,1.0,1.0,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,cek louvrea dok || cek dw dok,cek louvrea dok || cek dw dok,False,True,False,False,False,False,False,5.445186
1091,SIM_CLUSTER_00432,4,4,4,2,3,6,0.5,0.8517115969286164,0.8748196135736833,0.8970277771794499,0.8517115969286164,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,HIGH_SIMILARITY,HIGH_SIMILARITY,Mass–Mass,Mass Actor,Outside LCN,Daviena;Maryame,7291631421565832453;7312025661835578629;7385065641595653382;7429636271552728326,https://www.tiktok.com/@adiliarizqa/video/7291631421565832453?_r=1&_t=ZS-977cAvZAxaj;https://www.tiktok.com/@maharajasp8/video/7312025661835578629?_r=1&_t=ZS-9707B1CL1aS;https://www.tiktok.com/@maryame.official/video/7429636271552728326?_r=1&_t=ZS-977Uh8qlFYI;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,,Brp si harganya? || berapa harganya? || harganya??? || yang ori berapa sih harganya?,brp si harganya? || berapa harganya? || harganya? || yang ori berapa sih harganya?,False,True,False,False,False,False,False,5.414157
1092,SIM_CLUSTER_00442,4,4,4,1,3,6,0.5,0.8578639775801832,0.8775383385445457,0.896473224262776,0.8578639775801832,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,HIGH_SIMILARITY,HIGH_SIMILARITY,Mass–Mass,Mass Actor,Outside LCN,Daviena,7340938843190725893;7357662447248968966;7378347819268082950;7421104723333483782,https://www.tiktok.com/@irnaayu27/video/7378347819268082950?_r=1&_t=ZS-977bzKce12X;https://www.tiktok.com/@juliadoang08/video/7340938843190725893?_r=1&_t=ZS-970Ev8Asl4Z;https://www.tiktok.com/@thisisalulaa/photo/7357662447248968966?_r=1&_t=ZS-970En9Gwumu;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,,serius kak?? || serius ni kak || serius mau gak kak ?? || serius kk?🙏,serius kak? || serius ni kak || serius mau gak kak ? || serius kk?🙏,False,True,False,False,False,False,False,5.414157
1093,SIM_CLUSTER_00460,4,4,4,2,3,6,0.5,0.8686331257447155,0.8799271221954617,0.8873657665436917,0.8686331257447155,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,HIGH_SIMILARITY,HIGH_SIMILARITY,Mass–Mass,Mass Actor,Outside LCN,Daviena;Maryame,7262186413284822277;7421104723333483782;7428436533981613318;7472351771025755410,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@dewihanijayanti/video/7472351771025755410?_r=1&_t=ZS-9702VldBrPj;https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,,Cocok || di aku gk cocok || cocok gk mb😳 || Cocok gak,cocok || di aku gk cocok || cocok gk mb😳 || cocok gak,False,True,False,False,False,False,False,5.414157
1094,SIM_CLUSTER_00531,3,1,3,1,3,3,1.0,0.8990603812698673,0.9318546072068085,0.9592491537626229,0.8990603812698673,SAME_ACCOUNT_ONLY,0.0,0.333333,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,The Originote,7122773893844061466;7129446710400601371;7145783136914296090,https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@soufberry/video/7122773893844061466?_r=1&_t=ZS-9701Dc5EXB4;https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,,@USER bf || @USER bf serum nih || @USER bf serum,@jay_ bf || @jay_ bf serum nih || @jay_ bf serum,False,True,False,False,False,False,False,5.386294
1095,SIM_CLUSTER_00566,3,1,3,1,3,3,1.0,0.9735891226580468,0.9823346373266028,0.9882436304552348,0.9735891226580468,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,The Originote,7129446710400601371;7145783136914296090;7208499827234131226,https://www.tiktok.com/@glowupyuk34/video/7208499827234131226?_r=1&_t=ZS-9701i7ODr2A;https://www.tiktok.com/@janeabys/video/7145783136914296090?_r=1&_t=ZS-9701M6biY9Y;https://www.tiktok.com/@tiarach18/video/7129446710400601371?_r=1&_t=ZS-9701fw1pX2F,,untuk kulit kombinasi bisa enggak kak? || ini untuk kulit kombinasi bisa enggak kak? || klo untuk kulit kombinasi bisa enggak kak?,untuk kulit kombinasi bisa enggak kak? || ini untuk kulit kombinasi bisa enggak kak? || klo untuk kulit kombinasi bisa enggak kak?,False,True,False,False,False,False,False,5.386294
1096,SIM_CLUSTER_00418,4,4,3,1,3,6,0.5,0.855509829521928,0.8672673644570515,0.8824111937562323,0.855509829521928,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,HIGH_SIMILARITY,HIGH_SIMILARITY,Mass–Mass,Mass Actor,Outside LCN,Daviena,7284446766534102277;7418812570569641221;7421104723333483782,https://www.tiktok.com/@faniabsaa/video/7284446766534102277?_r=1&_t=ZS-9707DfFuSW1;https://www.tiktok.com/@iketiaaa/video/7418812570569641221?_r=1&_t=ZS-9707LeDmYUr;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,,Tertarik juga buat coba || tertarik || gk tertarik😁 || ga tertarik dr dulu,tertarik juga buat coba || tertarik || gk tertarik😁 || ga tertarik dr dulu,False,True,False,False,False,False,False,5.302585
1097,SIM_CLUSTER_00653,3,1,2,1,3,3,1.0,0.9040550648024842,0.9363893986221759,0.9953645327413606,0.9040550648024842,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Daviena,7389110955214490886;7421104723333483782,https://www.tiktok.com/@daviena_dvn/video/7389110955214490886?_r=1&_t=ZS-9707GPqX4Ub;https://www.tiktok.com/@yulyadew123/video/7421104723333483782?_r=1&_t=ZS-978hae1IR2W,,"pengusaha skincare cepat kaya karena modal hanya tepung dan air,modal 100rn di jual 200rb || pengusaha skincare cepat kaya karena modal hanya tepung dan air,modal 10rb perak di jual 200rb || :pengusaha skincare cepat kaya karena modal hanya tepung dan air,modal 10rb perak di jual 200rb","pengusaha skincare cepat kaya karena modal hanya tepung dan air,modal 100rn di jual 200rb || pengusaha skincare cepat kaya karena modal hanya tepung dan air,modal 10rb perak di jual 200rb || :pengusaha skincare cepat kaya karena modal hanya tepung dan air,modal 10rb perak di jual 200rb",False,True,False,False,False,False,False,5.242453
1098,SIM_CLUSTER_00938,2,1,2,1,1,1,1.0,0.9242174029183146,0.9242174029183146,0.9242174029183146,0.9242174029183146,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,The Originote,7235406683676167430;7306081689422351622,https://www.tiktok.com/@cellynstore_/video/7235406683676167430?_r=1&_t=ZS-9701gToMRNv;https://www.tiktok.com/@dww.srtk/video/7306081689422351622?_r=1&_t=ZS-9701GJQuJW6,,niacinemade 10% aman ga si? || niacinemade 10% aman ga kak?,niacinemade 10% aman ga si? || niacinemade 10% aman ga kak?,False,True,False,False,False,False,False,5.242453
1099,SIM_CLUSTER_00946,2,1,2,1,1,1,1.0,0.9422868662035153,0.9422868662035153,0.9422868662035153,0.9422868662035153,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Azarine,7237379067773766917;7313383346447322373,https://www.tiktok.com/@ansyashine/video/7313383346447322373?_r=1&_t=ZS-97070Klua9J;https://www.tiktok.com/@vivianmarguerre/video/7237379067773766917?_r=1&_t=ZS-9706fNQFwJ7,,kak retinol bole pake fw dg kandungan salicylic acid ngga ya? || bole pake fw dg kandungan salicylic acid ngga ka,kak retinol bole pake fw dg kandungan salicylic acid ngga ya? || bole pake fw dg kandungan salicylic acid ngga ka,False,True,False,False,False,False,False,5.242453
1100,SIM_CLUSTER_00981,2,1,2,1,1,1,1.0,0.94553614202079,0.94553614202079,0.94553614202079,0.94553614202079,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,The Originote,7194330759329631514;7242204399928593669,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@namicwn_/video/7242204399928593669?_r=1&_t=ZS-9701v2mMfZa,,ka klo serum yg buat muka sensitif dan jrawatan dan berminyak dan bnyk pori'nya yg mna ni kak || ka buat muka sensitif dan jrawatan dan berminyak dan bnyk pori'nya yg mana ni,ka klo serum yg buat muka sensitif dan jrawatan dan berminyak dan bnyk pori'nya yg mna ni kak || ka buat muka sensitif dan jrawatan dan berminyak dan bnyk pori'nya yg mana ni,False,True,False,False,False,False,False,5.242453
1101,SIM_CLUSTER_01390,2,1,2,1,1,1,1.0,0.9692188798896527,0.9692188798896527,0.9692188798896527,0.9692188798896527,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7279666593129434374;7429265515434036485,https://www.tiktok.com/@deswitatata2/video/7279666593129434374?_r=1&_t=ZS-9702EZVUuGo;https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A,,ada yg ku gantiin daycreamx karya mereka gak? mash segel ni ori || :ada yg ku gantiin daycreamx karya mereka gak? mash segel ni ori,ada yg ku gantiin daycreamx karya mereka gak? mash segel ni ori || :ada yg ku gantiin daycreamx karya mereka gak? mash segel ni ori,False,True,False,False,False,False,False,5.242453
1102,SIM_CLUSTER_01414,2,1,2,1,1,1,1.0,0.9493088021410867,0.9493088021410867,0.9493088021410867,0.9493088021410867,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7279666593129434374;7430007251076697350,https://www.tiktok.com/@deswitatata2/video/7279666593129434374?_r=1&_t=ZS-9702EZVUuGo;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,,"aku ada night cream yg pink, ad yg mau gantiin punyaku ku jual murah banget dm ya || aku ada night cream yg pink, ad yg mau gantiin punyaku ku jual murah banget 50k aj dm ya","aku ada night cream yg pink, ad yg mau gantiin punyaku ku jual murah banget dm ya || aku ada night cream yg pink, ad yg mau gantiin punyaku ku jual murah banget 50k aj dm ya",False,True,False,False,False,False,False,5.242453
1103,SIM_CLUSTER_01433,2,1,2,1,1,1,1.0,0.9696835463645943,0.9696835463645943,0.9696835463645943,0.9696835463645943,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7262186413284822277;7429265515434036485,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A,,"aku pl 50k aja ,2 x pake itu juga nyolek aja || aku pl 50k aja ka ,2 x pake itu juga nyolek aja mau gk","aku pl 50k aja ,2 x pake itu juga nyolek aja || aku pl 50k aja ka ,2 x pake itu juga nyolek aja mau gk",False,True,False,False,False,False,False,5.242453
1104,SIM_CLUSTER_01434,2,1,2,1,1,1,1.0,1.0,1.0,1.0,1.0,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7262186413284822277;7430007251076697350,https://www.tiktok.com/@deswitatata2/video/7262186413284822277?_r=1&_t=ZS-97027ztq3fT;https://www.tiktok.com/@nooraabeautycreator/video/7430007251076697350?_r=1&_t=ZS-9702Cpl4Gl0,,ada yang mau gantiin punyaku nggak day + night 220k aja masih segel malamnya day nya baru beberapa kali pakai masih full || ada yang mau gantiin punyaku nggak day + night 210k aja masih segel malamnya day nya baru beberapa kali pakai masih full,ada yang mau gantiin punyaku nggak day + night 220k aja masih segel malamnya day nya baru beberapa kali pakai masih full || ada yang mau gantiin punyaku nggak day + night 210k aja masih segel malamnya day nya baru beberapa kali pakai masih full,False,True,False,False,False,False,False,5.242453
1105,SIM_CLUSTER_00441,4,4,2,2,3,6,0.5,0.8560176796696799,0.8810515662700077,0.9081176631973018,0.8560176796696799,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.5,HIGH_SIMILARITY,HIGH_SIMILARITY,Community–Mass;Mass–Mass,Community Actor;Mass Actor,HCC;Outside LCN,Daviena;Maryame,7313744314927041797;7428436533981613318,https://www.tiktok.com/@adilana.na/video/7313744314927041797?_r=1&_t=ZS-9707RUeyEm9;https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,53,ka kalo sama emedical gmna || doo emedical dong || emedical || emedical dokter,ka kalo sama emedical gmna || doo emedical dong || emedical || emedical dokter,True,True,False,False,False,False,False,5.158744
1106,SIM_CLUSTER_00553,3,3,3,2,2,3,0.666667,0.8861087967961655,0.9019325099972199,0.9177562231982742,0.8861087967961655,SUBSTANTIVE_MULTI_ACCOUNT_GROUP,0.0,0.666667,HIGH_SIMILARITY,HIGH_SIMILARITY,Mass–Mass,Mass Actor,Outside LCN,Maryame;The Originote,7194330759329631514;7361323225038540037;7385065641595653382,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz;https://www.tiktok.com/@mayhapid2/video/7361323225038540037?_r=1&_t=ZS-977UlHToEGG;https://www.tiktok.com/@mayhapid2/video/7385065641595653382?_r=1&_t=ZS-9702NL74eSm,,berapaan kak || berapaan teh || berapaan 1 paket teh,berapaan kak || berapaan teh || berapaan 1 paket teh,False,True,False,False,False,False,False,5.079442
1107,SIM_CLUSTER_00201,9,1,1,1,24,36,0.666667,0.8605634279731253,0.944876227263273,0.9998777568934931,0.8605634279731253,SAME_ACCOUNT_ONLY,0.0,0.666667,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Daviena,7596239649517899016,https://www.tiktok.com/@melvinahusyanti96/photo/7596239649517899016?_r=1&_t=ZS-978hb5OS1Tz,,Pppppppppppplppppppppppppppl || Ppppppppppppppppppp || Pppppppppppppppppppppp || Ppppppppppppppp,pppppppppppplppppppppppppppl || ppppppppppppppppppp || pppppppppppppppppppppp || ppppppppppppppp,False,True,False,False,False,False,False,5.039721
1108,SIM_CLUSTER_00336,5,1,1,1,5,10,0.5,0.8729776960767053,0.9052864770896317,0.9500368993203474,0.8729776960767053,SAME_ACCOUNT_ONLY,0.0,0.2,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Individual–Individual,Individual Actor,Outside LCN,The Originote,7194330759329631514,https://www.tiktok.com/@dicannnns/video/7194330759329631514?_r=1&_t=ZS-9701cuVmRfz,,moist + ceratides serum kak || moist + ceratides kak || busui pakai yg moist + ceratides serum kak || ceratides kak,moist + ceratides serum kak || moist + ceratides kak || busui pakai yg moist + ceratides serum kak || ceratides kak,False,False,True,False,False,False,False,5.039721
1109,SIM_CLUSTER_00517,4,1,1,1,5,6,0.833333,0.8530493938078734,0.8967397248016592,0.9679871768297403,0.8530493938078734,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Individual–Individual,Individual Actor,Outside LCN,Maryame,7418514646698642693,https://www.tiktok.com/@mimiaudmua/video/7418514646698642693?_r=1&_t=ZS-977UpdmV9X8,,beli di official store nya kak || di akun official store nya kaka || di official store nya kaka 🥰 || di official store nya kaka say🥰,beli di official store nya kak || di akun official store nya kaka || di official store nya kaka 🥰 || di official store nya kaka say🥰,False,False,True,False,False,False,False,5.039721
1110,SIM_CLUSTER_00725,3,1,1,1,3,3,1.0,0.855789791555956,0.9029803196214977,0.9790400541871223,0.855789791555956,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Mass–Mass,Mass Actor,Outside LCN,Maryame,7428436533981613318,https://www.tiktok.com/@dr.okypratamaa_kedua/video/7428436533981613318?_r=1&_t=ZS-977UewhE3Oh,,cek prm luxuri dok || @USER:check prm luxuri dok || @USER:cek prm luxuri dok,cek prm luxuri dok || @mirror2:check prm luxuri dok || @aynad2:cek prm luxuri dok,False,True,False,False,False,False,False,5.039721
1111,SIM_CLUSTER_00734,3,1,1,1,2,3,0.666667,0.8589518075292203,0.8929986651989033,0.9270455228685862,0.8589518075292203,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Individual–Individual,Individual Actor,Outside LCN,Maryame,7429265515434036485,https://www.tiktok.com/@rikut02/video/7429265515434036485?_r=1&_t=ZS-97026zwQb3A,,ada di etalase aku ka hehe || d etalase aku ada kak hehe || di etalase akun aku ada ya kak hehe,ada di etalase aku ka hehe || d etalase aku ada kak hehe || di etalase akun aku ada ya kak hehe,False,False,True,False,False,False,False,5.039721
1112,SIM_CLUSTER_00742,3,1,1,1,2,3,0.666667,0.8668604806718193,0.9191709141326476,0.9714813475934759,0.8668604806718193,SAME_ACCOUNT_ONLY,0.0,0.0,NEAR_EXACT;HIGH_SIMILARITY,NEAR_EXACT,Individual–Individual,Individual Actor,Outside LCN,Maryame,7418514646698642693,https://www.tiktok.com/@mimiaudmua/video/7418514646698642693?_r=1&_t=ZS-977UpdmV9X8,,di keranjang aku dijamin ori kaka😍 || di keranjang aku kaka☺️dijamin ori || di keranjang aku kaka😍 dijamin ori 😍,di keranjang aku dijamin ori kaka😍 || di keranjang aku kaka☺dijamin ori || di keranjang aku kaka😍 dijamin ori 😍,False,False,True,False,False,False,False,5.039721
