macro_f1,weighted_f1,accuracy,balanced_accuracy,mcc,ece,brier_score,model_id,fold,preprocessing,feature_kind,classifier_kind,class_weight,C,coverage,abstention_rate,class_collapse,precision_Negative,recall_Negative,f1_Negative,support_Negative,precision_Neutral,recall_Neutral,f1_Neutral,support_Neutral,precision_Positive,recall_Positive,f1_Positive,support_Positive
0.6074775372369294,0.6611242599339366,0.6894409937888198,0.5784883720930233,0.46139911060801897,0.22292860714395218,0.16615661541186963,tfidf_word_logreg_raw_C1_balanced,10,minimal_raw,word,logreg,balanced,1.0,1.0,0.0,False,0.6666666666666666,0.4186046511627907,0.5142857142857142,43,0.675,0.9418604651162791,0.7864077669902912,86,0.8571428571428571,0.375,0.5217391304347826,32
0.5237506995466424,0.6189686814180445,0.6666666666666666,0.5342265882562595,0.41487126906991084,0.23591857245517817,0.16990339765915632,tfidf_word_logreg_raw_C1_balanced,11,minimal_raw,word,logreg,balanced,1.0,1.0,0.0,False,0.5714285714285714,0.5581395348837209,0.5647058823529412,43,0.7017543859649122,0.9195402298850575,0.7960199004975125,87,0.6666666666666666,0.125,0.21052631578947367,32
0.6288082141547487,0.6898761180465872,0.7142857142857143,0.603918220934544,0.5016791831107101,0.2353274442448675,0.16575941124654617,tfidf_word_logreg_raw_C1_balanced,12,minimal_raw,word,logreg,balanced,1.0,1.0,0.0,False,0.75,0.5581395348837209,0.64,43,0.7043478260869566,0.9310344827586207,0.801980198019802,87,0.7142857142857143,0.3225806451612903,0.4444444444444444,31
0.512969211846784,0.5910512761959269,0.6273291925465838,0.5020709200288578,0.3290108233775963,0.1935525106440705,0.16913685802363965,tfidf_word_logreg_raw_C1_balanced,13,minimal_raw,word,logreg,balanced,1.0,1.0,0.0,False,0.5666666666666667,0.3953488372093023,0.4657534246575342,43,0.6470588235294118,0.8850574712643678,0.7475728155339806,87,0.5833333333333334,0.22580645161290322,0.32558139534883723,31
0.5723597359735973,0.6476323719328454,0.6832298136645962,0.5595887608265703,0.4459988824252757,0.20235599252409425,0.1665550101519971,tfidf_word_logreg_raw_C1_balanced,14,minimal_raw,word,logreg,balanced,1.0,1.0,0.0,False,0.6388888888888888,0.5227272727272727,0.575,44,0.6896551724137931,0.9302325581395349,0.7920792079207921,86,0.7777777777777778,0.22580645161290322,0.35,31
0.6033987558788539,0.6640128717926316,0.6956521739130435,0.5770348837209303,0.4743468898749104,0.21738609467315403,0.16641254663155455,tfidf_word_logreg_raw_C1_balanced,15,minimal_raw,word,logreg,balanced,1.0,1.0,0.0,False,0.7142857142857143,0.46511627906976744,0.5633802816901409,43,0.6776859504132231,0.9534883720930233,0.7922705314009661,86,0.8333333333333334,0.3125,0.45454545454545453,32
0.6215488215488215,0.6845117845117845,0.7098765432098766,0.60573431791856,0.49637428719517,0.18343455680193657,0.15186071743138788,tfidf_word_logreg_social_C2_balanced,1,social_normalized,word,logreg,balanced,2.0,1.0,0.0,False,0.7105263157894737,0.627906976744186,0.6666666666666666,43,0.7117117117117117,0.9080459770114943,0.797979797979798,87,0.6923076923076923,0.28125,0.4,32
0.6196572319824497,0.6866673488681985,0.7080745341614907,0.604007323669998,0.49083832073924993,0.16885018403946686,0.15230605057444577,tfidf_word_logreg_social_C2_balanced,2,social_normalized,word,logreg,balanced,2.0,1.0,0.0,False,0.6410256410256411,0.5813953488372093,0.6097560975609756,43,0.7383177570093458,0.9080459770114943,0.8144329896907216,87,0.6666666666666666,0.3225806451612903,0.43478260869565216,31
0.6262958878615184,0.6841514343317374,0.6956521739130435,0.6101870295159997,0.47511532179838517,0.17256523980995944,0.15786943822025726,tfidf_word_logreg_social_C2_balanced,3,social_normalized,word,logreg,balanced,2.0,1.0,0.0,False,0.5434782608695652,0.5813953488372093,0.5617977528089888,43,0.7575757575757576,0.8620689655172413,0.8064516129032258,87,0.75,0.3870967741935484,0.5106382978723404,31
0.6320971620971622,0.6900699990140985,0.7142857142857143,0.6064754825069905,0.506027902124193,0.19199872371925464,0.1438667733245416,tfidf_word_logreg_social_C2_balanced,4,social_normalized,word,logreg,balanced,2.0,1.0,0.0,False,0.696969696969697,0.5227272727272727,0.5974025974025974,44,0.7105263157894737,0.9418604651162791,0.81,86,0.7857142857142857,0.3548387096774194,0.4888888888888889,31
