Id,Label,Source,Target,Type,Weight,edge_weight_raw,edge_visual_weight,edge_confidence_rank,edge_visual_opacity,edge_type,original_edge_type,is_ambiguous_assignment,is_ambiguous_association,raw_account_count,fractional_account_count,shared_video_count,shared_video_context_count,verified_direct_interaction_count,temporal_mass_comment_count,temporal_pair_count,hcc_account_count,hcc_comment_count
E000185,Ambiguous: HCC_5 -> MASS_HCC_5_Ambiguous_Community_Mass_Association_Positive,HCC_5,MASS_HCC_5_Ambiguous_Community_Mass_Association_Positive,Directed,18.171825396825398,18.171825396825398,2.953441774059242,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,60,18.171825396825398,64,64.0,0,0,0,0.0,0.0
E000186,Observed: HCC_5 -> MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Negative,HCC_5,MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Negative,Directed,2.0,2.0,1.0986122886681098,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,2,2.0,2,2.0,0,2,2,0.0,0.0
E000187,Observed: HCC_5 -> MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Neutral,HCC_5,MASS_HCC_5_Observed_Community_Mass_Temporal_Association_Neutral,Directed,6.0,6.0,1.9459101490553132,2,0.65,Observed,Observed Community-Mass Temporal Association,False,False,6,6.0,9,9.0,0,6,8,0.0,0.0
E000188,Observed: HCC_5 -> MASS_HCC_5_Shared_Video_Context_Only_Negative,HCC_5,MASS_HCC_5_Shared_Video_Context_Only_Negative,Directed,14.0,14.0,2.70805020110221,2,0.65,Observed,Shared-Video Context Only,False,False,14,14.0,14,14.0,0,0,0,0.0,0.0
E000189,Observed: HCC_5 -> MASS_HCC_5_Shared_Video_Context_Only_Neutral,HCC_5,MASS_HCC_5_Shared_Video_Context_Only_Neutral,Directed,53.0,53.0,3.9889840465642745,2,0.65,Observed,Shared-Video Context Only,False,False,53,53.0,53,53.0,0,0,0,0.0,0.0
E000190,Observed: HCC_5 -> MASS_HCC_5_Shared_Video_Context_Only_No_text,HCC_5,MASS_HCC_5_Shared_Video_Context_Only_No_text,Directed,4.0,4.0,1.6094379124341003,2,0.65,Observed,Shared-Video Context Only,False,False,4,4.0,4,4.0,0,0,0,0.0,0.0
E000191,Observed: HCC_5 -> MASS_HCC_5_Shared_Video_Context_Only_Positive,HCC_5,MASS_HCC_5_Shared_Video_Context_Only_Positive,Directed,6.0,6.0,1.9459101490553132,2,0.65,Observed,Shared-Video Context Only,False,False,6,6.0,6,6.0,0,0,0,0.0,0.0
E000192,Ambiguous: HCC_50 -> MASS_HCC_50_Ambiguous_Community_Mass_Association_Negative,HCC_50,MASS_HCC_50_Ambiguous_Community_Mass_Association_Negative,Directed,71.78215395715395,71.78215395715395,4.287470787200239,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,298,71.78215395715395,315,315.0,0,0,0,0.0,0.0
E000193,Ambiguous: HCC_50 -> MASS_HCC_50_Ambiguous_Community_Mass_Association_Neutral,HCC_50,MASS_HCC_50_Ambiguous_Community_Mass_Association_Neutral,Directed,263.31319403592624,263.31319403592624,5.577134741045013,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,1132,263.31319403592624,1176,1176.0,0,1,3,0.0,0.0
E000194,Ambiguous: HCC_50 -> MASS_HCC_50_Ambiguous_Community_Mass_Association_No_text,HCC_50,MASS_HCC_50_Ambiguous_Community_Mass_Association_No_text,Directed,17.03333333333333,17.03333333333333,2.892221897184326,1,0.2,Ambiguous,Ambiguous Community-Mass Association,True,True,63,17.03333333333333,63,63.0,0,0,0,0.0,0.0
