mass_username,hcc_id,shared_video_count,direct_reply_count,temporal_after_count,min_minutes_after_hcc,association_score,is_primary_association,mass_replies_to_hcc_count,hcc_replies_to_mass_count,median_minutes_after_hcc
affiliatemu23,14,1,0,0,,1,True,0,0,
shenisa.icha,14,1,0,0,,1,True,0,0,
nabilsssssa,14,1,0,0,,1,True,0,0,
aurelarkan1816,14,1,0,0,,1,True,0,0,
bukanaku820,14,1,0,0,,1,True,0,0,
_isjumiarti_12,14,1,0,0,,1,True,0,0,
sains698,14,1,0,0,,1,True,0,0,
katujumakan,14,1,0,0,,1,True,0,0,
vnin71,14,1,0,0,,1,True,0,0,
bilqis.peseq,14,1,0,0,,1,True,0,0,
ynnovarela,14,1,0,0,,1,True,0,0,
arenamanahan,14,1,0,0,,1,True,0,0,
nellayuabella,14,1,0,0,,1,True,0,0,
hanielaharon1,14,1,0,0,,1,True,0,0,
sukmawatidarwis,14,1,0,0,,1,True,0,0,
maylan.srgh,14,1,0,0,,1,True,0,0,
viajuniarsadewa,14,1,0,0,,1,True,0,0,
r0se473,14,1,0,0,,1,True,0,0,
tina72709,14,1,0,0,,1,True,0,0,
lufiani_liaa,14,1,0,0,,1,True,0,0,
zzbds1,14,1,0,0,,1,True,0,0,
annisathar75,14,1,0,0,,1,True,0,0,
31miliksuami,14,1,0,0,,1,True,0,0,
dharmawatisyarif,14,1,0,0,,1,True,0,0,
lestari_suwangsih2,14,1,0,0,,1,True,0,0,
hanishanis666,14,1,0,0,,1,True,0,0,
askia_syahida,14,1,0,0,,1,True,0,0,
fanny31_zahrani,14,1,0,0,,1,True,0,0,
ainunbe,14,1,0,0,,1,True,0,0,
kamilah1202,14,1,0,0,,1,True,0,0,
arsyaathallarahman,14,1,0,0,,1,True,0,0,
leqvia02,14,1,0,0,,1,True,0,0,
dwiajjchlah,14,1,0,0,,1,True,0,0,
istiya00_,14,1,0,0,,1,True,0,0,
akutidakmudahjatuh,14,1,0,0,,1,True,0,0,
myfaviscuqlat,14,1,0,0,,1,True,0,0,
friskasitepu7,14,1,0,0,,1,True,0,0,
ariska1547,14,1,0,0,,1,True,0,0,
sayangmuaku00,14,1,0,0,,1,True,0,0,
rubiiii041,14,1,0,0,,1,True,0,0,
rizkawdy4,14,1,0,0,,1,True,0,0,
userkotmrzklub,14,1,0,0,,1,True,0,0,
chechedessy90,14,1,0,0,,1,True,0,0,
egaaa78,14,1,0,0,,1,True,0,0,
milkisses.66,14,1,0,0,,1,True,0,0,
herlinacantikk__,14,1,0,0,,1,True,0,0,
pipinapipah03,14,1,0,0,,1,True,0,0,
atifatifah,14,1,0,0,,1,True,0,0,
rani_batee,14,1,0,0,,1,True,0,0,
stroberi_1989,14,1,0,0,,1,True,0,0,
fatmaaja_1983,14,1,0,0,,1,True,0,0,
liaa_22069,14,1,0,0,,1,True,0,0,
x.sakina1,14,1,0,0,,1,True,0,0,
fluttershy_680,14,1,0,0,,1,True,0,0,
musliyaniidris5,14,1,0,0,,1,True,0,0,
idangnurul,14,1,0,0,,1,True,0,0,
_queenzka,14,1,0,0,,1,True,0,0,
elmasintya,14,1,0,0,,1,True,0,0,
the.beast687,14,1,0,0,,1,True,0,0,
putra.darus7,14,1,0,0,,1,True,0,0,
jelline_20,14,1,0,0,,1,True,0,0,
nurapipah110698,14,1,0,0,,1,True,0,0,
uliulila,14,1,0,0,,1,True,0,0,
indahhdewi00,14,1,0,0,,1,True,0,0,
susilawati40528,14,1,0,0,,1,True,0,0,
dewipuspita897,14,1,0,0,,1,True,0,0,
rhysna.risna,14,1,0,0,,1,True,0,0,
gemini_cant,14,1,0,0,,1,True,0,0,
user29599183442572,14,1,0,0,,1,True,0,0,
yharniw25,14,1,0,0,,1,True,0,0,
mataharikumatahar1,14,1,0,0,,1,True,0,0,
cacil053,14,1,0,0,,1,True,0,0,
permensuguspink,14,1,0,0,,1,True,0,0,
nuryasmine840,14,1,0,0,,1,True,0,0,
rifkiarini,14,1,0,0,,1,True,0,0,
dhiaulhaq106,14,1,0,0,,1,True,0,0,
kireinaazzahra90,14,1,0,0,,1,True,0,0,
scorpioooo201,14,1,0,0,,1,True,0,0,
praswary,14,1,0,0,,1,True,0,0,
echa_melati,14,1,0,0,,1,True,0,0,
ptrnadya1,14,1,0,0,,1,True,0,0,
vinyaqiman13,14,1,0,0,,1,True,0,0,
phuttry6,14,1,0,0,,1,True,0,0,
wardini_dini18,14,1,0,0,,1,True,0,0,
ridaeffendi,14,1,0,0,,1,True,0,0,
libraaiisss_,14,1,0,0,,1,True,0,0,
selpongk1,14,1,0,0,,1,True,0,0,
fitri_trifa,14,1,0,0,,1,True,0,0,
nindydamo1,14,1,0,0,,1,True,0,0,
santi_fauziah,14,1,0,0,,1,True,0,0,
desssyyy28,14,1,0,0,,1,True,0,0,
rounding16,14,1,0,0,,1,True,0,0,
hariberojol1februari,14,1,0,0,,1,True,0,0,
jaylana19,14,1,0,0,,1,True,0,0,
itsmecimol2,14,1,0,0,,1,True,0,0,
nadianti.yola,14,1,0,0,,1,True,0,0,
anikmay99,14,1,0,0,,1,True,0,0,
sumayyah699,14,1,0,0,,1,True,0,0,
iya.nad4,14,1,0,0,,1,True,0,0,
bundagoy,14,1,0,0,,1,True,0,0,
farahadiba.febmart,14,1,0,0,,1,True,0,0,
mayaparisha,14,1,0,0,,1,True,0,0,
aniizamaniiezabiiez,14,1,0,0,,1,True,0,0,
themovielegend99,14,1,0,0,,1,True,0,0,
uwiii0900,14,1,0,0,,1,True,0,0,
ahamooo02,14,1,0,0,,1,True,0,0,
dalemyanggg,14,1,0,0,,1,True,0,0,
zee.yeng,14,1,0,0,,1,True,0,0,
pitabudiyono,14,1,0,0,,1,True,0,0,
.sofi1510,14,1,0,0,,1,True,0,0,
diiniiharyanii,14,1,0,0,,1,True,0,0,
gita871031,14,1,0,0,,1,True,0,0,
user12jpg,14,1,0,0,,1,True,0,0,
insyaallah7664,14,1,0,0,,1,True,0,0,
celloww09,14,1,0,0,,1,True,0,0,
mbanande,14,1,0,0,,1,True,0,0,
arizaa104,14,1,0,0,,1,True,0,0,
iradewi_88,14,1,0,0,,1,True,0,0,
caca13042,14,1,0,0,,1,True,0,0,
krishwkwk,14,1,0,0,,1,True,0,0,
rezkyprasetnya,14,1,0,0,,1,True,0,0,
deputriar,14,1,0,0,,1,True,0,0,
shiddiqing,14,1,0,0,,1,True,0,0,
andini.paradisa,14,1,0,0,,1,True,0,0,
aulia_berlin,14,1,0,0,,1,False,0,0,
mukajutek,14,1,0,0,,1,True,0,0,
pinkshafa_gg,14,1,0,0,,1,True,0,0,
puput.lestari923,14,1,0,0,,1,True,0,0,
mardiana4605,14,1,0,0,,1,True,0,0,
rianiandriaa,14,1,0,0,,1,True,0,0,
tikarahayu988,14,1,0,0,,1,True,0,0,
moh_wais,14,1,0,0,,1,True,0,0,
wahyuramad5,14,1,0,0,,1,True,0,0,
aweaweeeeee,14,1,0,0,,1,True,0,0,
ayun_angel,14,1,0,0,,1,True,0,0,
kadepeweee,14,1,0,0,,1,True,0,0,
mpiii469,14,1,0,0,,1,True,0,0,
_amha61,14,1,0,0,,1,True,0,0,
citrakirana237,14,1,0,0,,1,True,0,0,
lusiana096,14,1,0,0,,1,True,0,0,
aprriilia_,14,1,0,0,,1,True,0,0,
nox4745,14,1,0,0,,1,True,0,0,
meliana.mz,14,1,0,0,,1,True,0,0,
elvanooo13,14,1,0,0,,1,True,0,0,
wahyuni250899,14,1,0,0,,1,True,0,0,
itstessa.co,14,1,0,0,,1,True,0,0,
btw6842,14,1,0,0,,1,True,0,0,
reynara_js,14,1,0,0,,1,True,0,0,
javiessnack,14,1,0,0,,1,True,0,0,
henideswita2305,14,1,0,0,,1,True,0,0,
miraprastia09,14,1,0,0,,1,True,0,0,
fashionbykanaya,14,1,0,0,,1,True,0,0,
aminahsahida,14,1,0,0,,1,True,0,0,
koyen554,14,1,0,0,,1,True,0,0,
selaaaaaaaaaacela,14,1,0,0,,1,True,0,0,
frd_faridaa,14,1,0,0,,1,True,0,0,
hehehehelilla,14,1,0,0,,1,True,0,0,
nophimlg,14,1,0,0,,1,True,0,0,
nienis6,14,1,0,0,,1,True,0,0,
machalattenya,14,1,0,0,,1,True,0,0,
veyo127,14,1,0,0,,1,True,0,0,
incesrisma08,14,1,0,0,,1,True,0,0,
safierolka,14,1,0,0,,1,True,0,0,
fafafin18,14,1,0,0,,1,True,0,0,
fisufiit_,14,1,0,0,,1,True,0,0,
kenziezakialsopandi,14,1,0,0,,1,True,0,0,
azurr111,14,1,0,0,,1,True,0,0,
alvinmaulan416,14,1,0,0,,1,True,0,0,
ristikocak,14,1,0,0,,1,True,0,0,
sriratu938,14,1,0,0,,1,True,0,0,
rakaraiolshop,14,1,0,0,,1,True,0,0,
fninst,14,1,0,0,,1,True,0,0,
_sft.nanda,14,1,0,0,,1,True,0,0,
pguvu,14,1,0,0,,1,True,0,0,
tati886228,14,1,0,0,,1,True,0,0,
dwiyaantiii0602,14,1,0,0,,1,True,0,0,
norvasangga,14,1,0,0,,1,True,0,0,
ciipiiiii8,14,1,0,0,,1,True,0,0,
nrrrr_fyntyyyyy,14,1,0,0,,1,True,0,0,
aliaelvina662,14,1,0,0,,1,True,0,0,
nurhasfia,14,1,0,0,,1,True,0,0,
casminiey07,14,1,0,0,,1,True,0,0,
widdayati83,14,1,0,0,,1,True,0,0,
queen_lee78,14,1,0,0,,1,True,0,0,
fitriphiephiet,14,1,0,0,,1,True,0,0,
choirexpres_lampung,14,1,0,0,,1,True,0,0,
zulfaindana_,14,1,0,0,,1,True,0,0,
eugeniaisabell,14,1,0,0,,1,True,0,0,
zea4020,14,1,0,0,,1,True,0,0,
lusi0378,14,1,0,0,,1,True,0,0,
sofirafiie,14,1,0,0,,1,True,0,0,
alynhein,14,1,0,0,,1,True,0,0,
rhyna208,14,1,0,0,,1,True,0,0,
taniahd_,14,1,0,0,,1,True,0,0,
frd_fajrianti,14,1,0,0,,1,True,0,0,
adindarema,14,1,0,0,,1,True,0,0,
mafaza157,14,1,0,0,,1,True,0,0,
bodes96,14,1,0,0,,1,True,0,0,
annabil866,14,1,0,0,,1,True,0,0,
nurulfadilah1010,14,1,0,0,,1,True,0,0,
keluarga_kotto,14,1,0,0,,1,True,0,0,
baba.parfume17,14,1,0,0,,1,True,0,0,
sayyidatina_19,14,1,0,0,,1,True,0,0,
.dfw02,14,1,0,0,,1,True,0,0,
yulia2770,14,1,0,0,,1,True,0,0,
ecccal_55,14,1,0,0,,1,True,0,0,
isminurjanah2,14,1,0,0,,1,True,0,0,
dudu.idamnmu,14,1,0,0,,1,True,0,0,
ynrtaaa_,14,1,0,0,,1,True,0,0,
clarienskincare2,14,1,0,0,,1,True,0,0,
bhundanhunhu15,14,1,0,0,,1,True,0,0,
its_me_reef05,14,1,0,0,,1,True,0,0,
_aliya.4455,14,1,0,0,,1,True,0,0,
dewilubis13,14,1,0,0,,1,True,0,0,
chyntiafebiola027,14,1,0,0,,1,True,0,0,
mulanst14,14,1,0,0,,1,True,0,0,
pudssari_,14,1,0,0,,1,True,0,0,
langitbiru0136,14,1,0,0,,1,True,0,0,
creamycookie6,14,1,0,0,,1,True,0,0,
stevirahyu,14,1,0,0,,1,True,0,0,
dillailla27,14,1,0,0,,1,True,0,0,
fbifebrianti,14,1,0,0,,1,True,0,0,
ruslanefendi792,14,1,0,0,,1,True,0,0,
endie7500,14,1,0,0,,1,True,0,0,
zakiwbw,14,1,0,0,,1,True,0,0,
asaadaisy,14,1,0,0,,1,True,0,0,
by.aani,14,1,0,0,,1,True,0,0,
hollaovaap,14,1,0,0,,1,True,0,0,
frismawati208,14,1,0,0,,1,True,0,0,
bundhanear.al.el77,14,1,0,0,,1,True,0,0,
3m24_0515,14,1,0,0,,1,True,0,0,
lanidjarni27,14,1,0,0,,1,True,0,0,
tiarafrastika67,14,1,0,0,,1,True,0,0,
sr.seli,14,1,0,0,,1,True,0,0,
kunfayakun0309,14,1,0,0,,1,True,0,0,
zakipratama805,14,1,0,0,,1,True,0,0,
pandjio,14,1,0,0,,1,True,0,0,
virgineaad,14,1,0,0,,1,True,0,0,
aleahasna05,14,1,0,0,,1,True,0,0,
antipelakor2123,14,1,0,0,,1,True,0,0,
arimbi860,14,1,0,0,,1,True,0,0,
yayu682,14,1,0,0,,1,True,0,0,
deaick,14,1,0,0,,1,True,0,0,
leogirl1607,14,1,0,0,,1,True,0,0,
saqhita3,14,1,0,0,,1,True,0,0,
user064942559,14,1,0,0,,1,True,0,0,
dewiekasari890,14,1,0,0,,1,True,0,0,
nur.apni.ekawati,14,1,0,0,,1,True,0,0,
iam_fiaa,14,1,0,0,,1,True,0,0,
1urgirls_,14,1,0,0,,1,True,0,0,
pejuang.rupiah.1m,14,1,0,0,,1,True,0,0,
iimmakuu,14,1,0,0,,1,True,0,0,
arladesi,14,1,0,0,,1,True,0,0,
babangrey29,14,1,0,0,,1,True,0,0,
segopecelpekajaman,14,1,0,0,,1,True,0,0,
nursaleha57,14,1,0,0,,1,True,0,0,
inamaharani09,14,1,0,0,,1,True,0,0,
sriwahyuni15175,14,1,0,0,,1,True,0,0,
wulandari24_,14,1,0,0,,1,True,0,0,
dulcemar2828,14,1,0,0,,1,True,0,0,
martlmldyh,14,1,0,0,,1,True,0,0,
avikxxx_,14,1,0,0,,1,True,0,0,
dewiandini.08,14,1,0,0,,1,True,0,0,
santiaulia075,14,1,0,0,,1,True,0,0,
rahmadan397,14,1,0,0,,1,True,0,0,
outfitanakku2,14,1,0,0,,1,True,0,0,
arsyad5366,14,1,0,0,,1,True,0,0,
ekha.fatma5,14,1,0,0,,1,True,0,0,
bungapangestu01,14,1,0,0,,1,True,0,0,
821kejora,14,1,0,0,,1,True,0,0,
buyankboyang02282021,14,1,0,0,,1,True,0,0,
labinaxsjh,14,1,0,0,,1,True,0,0,
hncloo,14,1,0,0,,1,True,0,0,
wahabofficial11,14,1,0,0,,1,True,0,0,
maaallaaaaaaaaa,14,1,0,0,,1,True,0,0,
nona_zee23,14,1,0,0,,1,True,0,0,
atit.tita,14,1,0,0,,1,True,0,0,
riska_dy6,14,1,0,0,,1,True,0,0,
meryapriliani25,14,1,0,0,,1,True,0,0,
penghuni_konoha17,14,1,0,0,,1,True,0,0,
jessenalbert02,14,1,0,0,,1,True,0,0,
orang_madura111,14,1,0,0,,1,True,0,0,
marhapbg,14,1,0,0,,1,True,0,0,
maa.2311,14,1,0,0,,1,True,0,0,
ndahcaiiankrevalclalu0,14,1,0,0,,1,True,0,0,
alphiyatussholihah03,14,1,0,0,,1,True,0,0,
mutimutia.05,14,1,0,0,,1,True,0,0,
mareci18,14,1,0,0,,1,True,0,0,
uswa15072005,14,1,0,0,,1,True,0,0,
alhusnafebrialfat,14,1,0,0,,1,True,0,0,
alfriliankafi,14,1,0,0,,1,True,0,0,
syifa28.11.09,14,1,0,0,,1,True,0,0,
listianingsimrl_,14,1,0,0,,1,True,0,0,
fitrikurniasari22,14,1,0,0,,1,True,0,0,
dy_a.sh,14,1,0,0,,1,True,0,0,
zzzzzzzyyyyyyy11,14,1,0,0,,1,True,0,0,
goodday300499,14,1,0,0,,1,True,0,0,
ferdi280219,14,1,0,0,,1,True,0,0,
faal030829231991,14,1,0,0,,1,True,0,0,
divasyirah95,14,1,0,0,,1,True,0,0,
yuyukalianda,14,1,0,0,,1,True,0,0,
hiiii..001,14,1,0,0,,1,True,0,0,
dazna96,14,1,0,0,,1,True,0,0,
user88055587206978,14,1,0,0,,1,True,0,0,
mela.nazarianti,14,1,0,0,,1,True,0,0,
juniantari066,14,1,0,0,,1,True,0,0,
wonggalek333,14,1,0,0,,1,True,0,0,
rillayolanda,14,1,0,0,,1,True,0,0,
pengagummu_44,14,1,0,0,,1,True,0,0,
ayu14705,14,1,0,0,,1,True,0,0,
silviaaaaa201,14,1,0,0,,1,True,0,0,
chiput949,14,1,0,0,,1,True,0,0,
asrikabaco,14,1,0,0,,1,True,0,0,
bilaratuna,14,1,0,0,,1,True,0,0,
arumiyusuf7,14,1,0,0,,1,True,0,0,
elsinuun,14,1,0,0,,1,True,0,0,
mokohari,14,1,0,0,,1,True,0,0,
putrikasha.ryana,14,1,0,0,,1,True,0,0,
feeeby_22,14,1,0,0,,1,True,0,0,
putrianita359,14,1,0,0,,1,True,0,0,
stroberimilkshake15,14,1,0,0,,1,True,0,0,
rindu.528,14,1,0,0,,1,True,0,0,
fhy_yhu,14,1,0,0,,1,True,0,0,
antul69,14,1,0,0,,1,True,0,0,
girl_picses,14,1,0,0,,1,True,0,0,
caw2203,14,1,0,0,,1,True,0,0,
valuna902,14,1,0,0,,1,True,0,0,
senyuminaja500,14,1,0,0,,1,True,0,0,
yuliafitriani361,14,1,0,0,,1,True,0,0,
ajengtrinovella,14,1,0,0,,1,True,0,0,
pecel.lel3,14,1,0,0,,1,True,0,0,
aos.shop0,14,1,0,0,,1,True,0,0,
camomileflwr,14,1,0,0,,1,True,0,0,
ptrcaa_,14,1,0,0,,1,True,0,0,
ascar_nababil_,14,1,0,0,,1,True,0,0,
yuhuuui33,14,1,0,0,,1,True,0,0,
aiiillllaaaa,14,1,0,0,,1,True,0,0,
nazmi_khasanah,14,1,0,0,,1,True,0,0,
ayu_deaylyn,14,1,0,0,,1,True,0,0,
momogix000,14,1,0,0,,1,True,0,0,
noddyaaa,14,1,0,0,,1,True,0,0,
pauriahcapricorn,14,1,0,0,,1,True,0,0,
madeeewsw,14,1,0,0,,1,True,0,0,
owner_rara09,14,1,0,0,,1,True,0,0,
ims.mhb,14,1,0,0,,1,True,0,0,
fatma_ninings,14,1,0,0,,1,True,0,0,
ranianggraeni871,14,1,0,0,,1,True,0,0,
rddyh3,14,1,0,0,,1,True,0,0,
utin.nazra,14,1,0,0,,1,True,0,0,
ryahmutiahafid,14,1,0,0,,1,True,0,0,
nopploav,14,1,0,0,,1,True,0,0,
endunggggggg,14,1,0,0,,1,True,0,0,
alifatimah077,14,1,0,0,,1,True,0,0,
hazelnut01999,14,1,0,0,,1,True,0,0,
ucup_tendamojokerto,14,1,0,0,,1,True,0,0,
niaandini001,14,1,0,0,,1,True,0,0,
markonah5093,14,1,0,0,,1,True,0,0,
hildaidha26,14,1,0,0,,1,True,0,0,
atharrazka362,14,1,0,0,,1,True,0,0,
kylee24ntk,14,1,0,0,,1,True,0,0,
keda578,14,1,0,0,,1,True,0,0,
lililalaaa0,14,1,0,0,,1,True,0,0,
zuzukylia,14,1,0,0,,1,False,0,0,
irmaanto011021,14,1,0,0,,1,True,0,0,
hnanurr_,14,1,0,0,,1,True,0,0,
elvi0324,14,1,0,0,,1,True,0,0,
mah._hh,14,1,0,0,,1,True,0,0,
aqsa1118_,14,1,0,0,,1,True,0,0,
unyilkunyil8,14,1,0,0,,1,True,0,0,
mrsdfs_,14,1,0,0,,1,True,0,0,
lina10875,14,1,0,0,,1,True,0,0,
unoo121,14,1,0,0,,1,True,0,0,
srimutiarasaputrii,14,1,0,0,,1,True,0,0,
viavernnd,14,1,0,0,,1,True,0,0,
zaidanrmdhan,14,1,0,0,,1,True,0,0,
pratiwi_aani,14,1,0,0,,1,True,0,0,
rathu895,14,1,0,0,,1,True,0,0,
srymulyati125,14,1,0,0,,1,True,0,0,
dyan.janu,14,1,0,0,,1,True,0,0,
penikmat_luka221,14,1,0,0,,1,True,0,0,
diahhasibuan3,14,1,0,0,,1,True,0,0,
mdls1_,14,1,0,0,,1,True,0,0,
lixamustika,14,1,0,0,,1,True,0,0,
nur_12433,14,1,0,0,,1,True,0,0,
anthypinkky,14,1,0,0,,1,True,0,0,
youeor,14,1,0,0,,1,True,0,0,
belladewanti_sh,14,1,0,0,,1,True,0,0,
diana_pisces19,14,1,0,0,,1,True,0,0,
iburahmaa,14,1,0,0,,1,True,0,0,
kittiputri18,14,1,0,0,,1,True,0,0,
haii441_,14,1,0,0,,1,True,0,0,
sabarsaiful23gmail.com,14,1,0,0,,1,True,0,0,
bunzegemoy28,14,1,0,0,,1,True,0,0,
2179207032,14,1,0,0,,1,True,0,0,
natashaa_romanov,14,1,0,0,,1,True,0,0,
sitiromaini19,14,1,0,0,,1,True,0,0,
meesalsabila20,14,1,0,0,,1,True,0,0,
sadpollllllll,14,1,0,0,,1,True,0,0,
buyung_600,14,1,0,0,,1,True,0,0,
user67608821,14,1,0,0,,1,True,0,0,
sisilano11,14,1,0,0,,1,True,0,0,
2putrifashion,14,1,0,0,,1,True,0,0,
hppygrils666,14,1,0,0,,1,True,0,0,
astkaa_,14,1,0,0,,1,True,0,0,
ummiala_maulidah10,14,1,0,0,,1,True,0,0,
sayaawannn_,14,1,0,0,,1,True,0,0,
aldamikanti08,14,1,0,0,,1,True,0,0,
ayutanjunk04,14,1,0,0,,1,True,0,0,
maulindaagstn,14,1,0,0,,1,True,0,0,
widia_neng,14,1,0,0,,1,True,0,0,
aliyha_tya,14,1,0,0,,1,True,0,0,
purwaning_rhy16,14,1,0,0,,1,True,0,0,
memey_261193,14,1,0,0,,1,True,0,0,
fitrylubis98,14,1,0,0,,1,True,0,0,
kyorikyrine,14,1,0,0,,1,True,0,0,
ncopiahmamaikhsan20,14,1,0,0,,1,True,0,0,
sitifaatinakhayira,14,1,0,0,,1,True,0,0,
iaaaaaaaaaaa774,14,1,0,0,,1,True,0,0,
hallodeww23,14,1,0,0,,1,True,0,0,
minyakkayuputih24,14,1,0,0,,1,True,0,0,
renihidayah976,14,1,0,0,,1,True,0,0,
capricornzr,14,1,0,0,,1,True,0,0,
mirnawati_97,14,1,0,0,,1,True,0,0,
irene3994,14,1,0,0,,1,True,0,0,
dapurkitaofficial17,14,1,0,0,,1,True,0,0,
nitaradensurya,14,1,0,0,,1,True,0,0,
alsya281018,14,1,0,0,,1,True,0,0,
suciapriliaramadhani,14,1,0,0,,1,True,0,0,
rianti.kharisma,14,1,0,0,,1,True,0,0,
anaconda6766,14,1,0,0,,1,True,0,0,
rafizki.alfarezi,14,1,0,0,,1,True,0,0,
unyuk_86,14,1,0,0,,1,True,0,0,
saya.ng_09,14,1,0,0,,1,True,0,0,
jessica_auliaaa,14,1,0,0,,1,True,0,0,
yati86097,14,1,0,0,,1,True,0,0,
mikayla.278,14,1,0,0,,1,True,0,0,
muhammad_algifarri,14,1,0,0,,1,True,0,0,
mamaraline99,14,1,0,0,,1,True,0,0,
im__lee,14,1,0,0,,1,True,0,0,
alinsaraswatii,14,1,0,0,,1,True,0,0,
bundarafka02,14,1,0,0,,1,True,0,0,
nisaputriminabari18,14,1,0,0,,1,True,0,0,
mikkimelody,14,1,0,0,,1,True,0,0,
dini_nuraeni30,14,1,0,0,,1,True,0,0,
yourself_143,14,1,0,0,,1,True,0,0,
harmoniscinta,14,1,0,0,,1,True,0,0,
yrimaaacmiww,14,1,0,0,,1,True,0,0,
irmayunita5155,14,1,0,0,,1,True,0,0,
iqis0861,14,1,0,0,,1,True,0,0,
whitajakpus88,14,1,0,0,,1,True,0,0,
erikarosdiana,14,1,0,0,,1,True,0,0,
nandadestty,14,1,0,0,,1,True,0,0,
mytikk31,14,1,0,0,,1,True,0,0,
cici.com24,14,1,0,0,,1,True,0,0,
mamazea0407,14,1,0,0,,1,True,0,0,
nyaidot,14,1,0,0,,1,True,0,0,
wfaan28,14,1,0,0,,1,True,0,0,
rvkahnm,14,1,0,0,,1,True,0,0,
shasha_bira,14,1,0,0,,1,True,0,0,
ay1228_,14,1,0,0,,1,True,0,0,
sayangnyaaku619,14,1,0,0,,1,True,0,0,
dheamelia5,14,1,0,0,,1,True,0,0,
amoraa16_,14,1,0,0,,1,True,0,0,
e_ns17,14,1,0,0,,1,True,0,0,
ayulampungtubaba,14,1,0,0,,1,True,0,0,
mayasarii_133,14,1,0,0,,1,True,0,0,
lolalolee33,14,1,0,0,,1,True,0,0,
bjumrhmda,14,1,0,0,,1,True,0,0,
irtsa01,14,1,0,0,,1,True,0,0,
claveoaletta,14,1,0,0,,1,True,0,0,
sasakkk._,14,1,0,0,,1,True,0,0,
pujaprilya,14,1,0,0,,1,True,0,0,
nenah12,14,1,0,0,,1,True,0,0,
nurinsaniiabduullaah,14,1,0,0,,1,True,0,0,
pororo89_3,14,1,0,0,,1,True,0,0,
gii____44,14,1,0,0,,1,True,0,0,
anu_maimun,14,1,0,0,,1,True,0,0,
ummujazir,14,1,0,0,,1,True,0,0,
febyaaul,14,1,0,0,,1,True,0,0,
bby97tika,14,1,0,0,,1,True,0,0,
nrmihndynii,14,1,0,0,,1,True,0,0,
nurulwahdnia,14,1,0,0,,1,True,0,0,
its.dewiww,14,1,0,0,,1,True,0,0,
nurbahria_,14,1,0,0,,1,True,0,0,
creta1922,14,1,0,0,,1,True,0,0,
evasriwahyuni28,14,1,0,0,,1,True,0,0,
diana_putry98,14,1,0,0,,1,True,0,0,
ngts088,14,1,0,0,,1,True,0,0,
yina_8690,14,1,0,0,,1,True,0,0,
im.bondan,14,1,0,0,,1,True,0,0,
user4593068109547,14,1,0,0,,1,True,0,0,
evinnovia,14,1,0,0,,1,True,0,0,
mbakyas13_,14,1,0,0,,1,True,0,0,
farida8621,14,1,0,0,,1,True,0,0,
tukangngarit889,14,1,0,0,,1,True,0,0,
rizqiindahfitriantistore,14,1,0,0,,1,True,0,0,
kedai.wiewang,14,1,0,0,,1,True,0,0,
bundaaji19,14,1,0,0,,1,True,0,0,
ameliaaramadhani1,14,1,0,0,,1,True,0,0,
zenisa1006,14,1,0,0,,1,True,0,0,
riaa_alif,14,1,0,0,,1,True,0,0,
cut_misnaa,14,1,0,0,,1,True,0,0,
fahrillodanisa,14,1,0,0,,1,True,0,0,
deasssmo,14,1,0,0,,1,True,0,0,
mitahidayat5,14,1,0,0,,1,True,0,0,
vinalia70,14,1,0,0,,1,True,0,0,
boboboi512,14,1,0,0,,1,True,0,0,
trisnalevia10,14,1,0,0,,1,True,0,0,
aininuraini0401,14,1,0,0,,1,True,0,0,
15_a_y,14,1,0,0,,1,True,0,0,
dwisetyani92,14,1,0,0,,1,True,0,0,
ayangnef,14,1,0,0,,1,True,0,0,
lastabeauty00,14,1,0,0,,1,True,0,0,
indrianavanesa,14,1,0,0,,1,True,0,0,
dkenganne_buapak,14,1,0,0,,1,True,0,0,
.siskafina,14,1,0,0,,1,True,0,0,
ninaabahrudin28,14,1,0,0,,1,True,0,0,
thina2304,14,1,0,0,,1,True,0,0,
kttydin0,14,1,0,0,,1,True,0,0,
dwtasrg,14,1,0,0,,1,True,0,0,
nona_kepo,14,1,0,0,,1,True,0,0,
sintasernia_r,14,1,0,0,,1,True,0,0,
erikadeviajja,14,1,0,0,,1,True,0,0,
tikaaa._19,14,1,0,0,,1,True,0,0,
niaaputtrii,14,1,0,0,,1,True,0,0,
mamanyaaulia_,14,1,0,0,,1,True,0,0,
meilishopbgr,14,1,0,0,,1,True,0,0,
liasarie08,14,1,0,0,,1,True,0,0,
xxtrisaa,14,1,0,0,,1,True,0,0,
mhytamardy7,14,1,0,0,,1,True,0,0,
diyahanish,14,1,0,0,,1,True,0,0,
yunipagau14,14,1,0,0,,1,True,0,0,
oena_store,14,1,0,0,,1,True,0,0,
iyoitumii,14,1,0,0,,1,True,0,0,
user288902406968,14,1,0,0,,1,True,0,0,
liesna82,14,1,0,0,,1,True,0,0,
aaauullll,14,1,0,0,,1,True,0,0,
alveraagstn,14,1,0,0,,1,True,0,0,
anggel.wela.98,14,1,0,0,,1,True,0,0,
audywk,14,1,0,0,,1,True,0,0,
dianadin.1,14,1,0,0,,1,True,0,0,
oliveyunsa,14,1,0,0,,1,True,0,0,
udahlamaa_,14,1,0,0,,1,True,0,0,
batterfly943,14,1,0,0,,1,True,0,0,
dianahalsud,14,1,0,0,,1,True,0,0,
khay0821,14,1,0,0,,1,True,0,0,
