username_norm,username,mass_network_position,shared_hcc_video_count,n_hcc_accounts_shared_video,direct_reply_with_hcc_count,mass_replies_to_hcc_count,hcc_replies_to_mass_count,temporal_after_hcc_count,associated_hcc_count,mass_exposure_score,min_minutes_after_hcc,median_minutes_after_hcc,associated_hcc_ids,primary_associated_hcc,association_basis,mass_exposure_level,associated_hcc_brand_context
rusdianramapratam,rusdianramapratam,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
rusi_1904,rusi_1904,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rusidahidah18,rusidahidah18,Outside LCN,1,14,0,0,0,0,3,1,,,52;74;114,52,Shared video context,Shared-Video Exposure,Daviena
rusidasitumorang,rusidasitumorang,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
rusiputri_09,rusiputri_09,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ruslanefendi792,ruslanefendi792,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ruslay0,ruslay0,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rusmawati_12,rusmawati_12,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rusmiati12453,rusmiati12453,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
rusmiati8050,rusmiati8050,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rusmini.abel,rusmini.abel,Outside LCN,1,12,0,0,0,0,3,1,,,45;74;206,45,Shared video context,Shared-Video Exposure,Maryame
rusnirizky03,rusnirizky03,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
russy_aina,russy_aina,Outside LCN,1,12,0,0,0,0,3,1,,,45;74;206,45,Shared video context,Shared-Video Exposure,Maryame
rustya3198,rustya3198,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ruwa.777,ruwa.777,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ruwai94,ruwai94,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
rveniya21,rveniya21,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rvkahnm,rvkahnm,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rvnzzm,rvnzzm,Outside LCN,1,25,0,0,0,7,5,15,40.9,41.61666666666667,48;54;63;180;182,180,Temporal association after HCC comment,Temporal-Context Exposure,Azarine
rvtaaa4,rvtaaa4,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
rw.eletronik,rw.eletronik,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
rw.setiawan,rw.setiawan,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rwarwl,rwarwl,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
rweceh6,rweceh6,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
rwesleyy12,rwesleyy12,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
rwlsheart,rwlsheart,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
ry782,ry782,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ry_5ebatangkara,ry_5ebatangkara,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ry_neni30,ry_neni30,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ryaairawan,ryaairawan,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
ryahmutiahafid,ryahmutiahafid,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ryani458,ryani458,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ryanmotorskm19,ryanmotorskm19,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ryanti1197,ryanti1197,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ryanti_45,ryanti_45,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ryantigrnng,ryantigrnng,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ryanzz_41,ryanzz_41,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
rycha_8,rycha_8,Outside LCN,1,19,0,0,0,0,4,1,,,17;52;132;205,17,Shared video context,Shared-Video Exposure,Maryame
ryefhan,ryefhan,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ryhndini,ryhndini,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rymmarta,rymmarta,Outside LCN,1,14,0,0,0,0,3,1,,,20;87;182,20,Shared video context,Shared-Video Exposure,Daviena
ryn27610,ryn27610,Outside LCN,1,22,0,0,0,0,4,1,,,2;17;20;50,2,Shared video context,Shared-Video Exposure,Maryame
rynfebry45,rynfebry45,Outside LCN,2,25,0,0,0,0,7,2,,,14;17;34;75;134;150;206,34,Shared video context,Shared-Video Exposure,Daviena
rynsnn,rynsnn,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
rynti0901,rynti0901,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
ryntzhrnm,ryntzhrnm,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
ryryn.98,ryryn.98,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
ryrynsyakila,ryrynsyakila,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rysasr2409,rysasr2409,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ryshaka.as,ryshaka.as,Outside LCN,1,23,0,0,0,0,6,1,,,60;74;90;103;134;168,60,Shared video context,Shared-Video Exposure,Daviena
ryshakaacmad,ryshakaacmad,Outside LCN,1,15,0,0,0,1,4,3,45.06666666666667,45.06666666666667,50;54;63;103,103,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
rysm88,rysm88,Outside LCN,1,8,0,0,0,1,3,3,24.216666666666665,24.216666666666665,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
rystiani_14,rystiani_14,Outside LCN,1,7,0,0,0,5,2,11,31.833333333333332,49.28333333333333,54;87,87,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
ryu_kai18,ryu_kai18,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
ryugaalsakiwijaya,ryugaalsakiwijaya,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
ryuren05,ryuren05,Outside LCN,1,28,0,0,0,0,5,1,,,5;34;99;117;150,5,Shared video context,Shared-Video Exposure,The Originote
ryuzaki24,ryuzaki24,Outside LCN,2,30,0,0,0,0,7,2,,,17;34;45;48;113;150;206,17,Shared video context,Shared-Video Exposure,Maryame
ryuzirey,ryuzirey,Outside LCN,1,8,0,0,0,1,3,3,8.316666666666666,8.316666666666666,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
ryvanzriel,ryvanzriel,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ryxa347,ryxa347,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
ryxx39,ryxx39,Outside LCN,1,8,0,0,0,0,1,1,,,5,5,Shared video context,Shared-Video Exposure,The Originote
ryz0112,ryz0112,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
ryzhc_25,ryzhc_25,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
ryzkanraisa,ryzkanraisa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rz_miror,rz_miror,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
rzb299,rzb299,Outside LCN,1,23,0,0,0,0,6,1,,,60;74;90;103;134;168,60,Shared video context,Shared-Video Exposure,Daviena
rzkaylna,rzkaylna,Outside LCN,1,19,0,0,0,0,4,1,,,17;52;132;205,17,Shared video context,Shared-Video Exposure,Maryame
rzknauliaa,rzknauliaa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
rzzajwjwk,rzzajwjwk,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
s.and_kim,s.and_kim,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
s.athfh,s.athfh,Outside LCN,1,13,0,0,0,0,2,1,,,5;205,5,Shared video context,Shared-Video Exposure,The Originote
s.cindy_11,s.cindy_11,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
s.eriyanti,s.eriyanti,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
s.hayati5,s.hayati5,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
s.killa.pandy,s.killa.pandy,Outside LCN,1,8,0,0,0,3,3,7,49.93333333333333,51.3,14;20;34,20,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
s.m.i.l.y3,s.m.i.l.y3,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
s.n.f201,s.n.f201,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
s.nrhasanah_,s.nrhasanah_,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
s.r.aisyah,s.r.aisyah,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
s.yatie,s.yatie,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
s.zziie_,s.zziie_,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
s1bun95u7,s1bun95u7,Outside LCN,1,18,0,0,0,2,5,5,8.066666666666666,9.466666666666667,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
s1nt4_del1,s1nt4_del1,Outside LCN,1,15,0,0,0,0,3,1,,,42;52;103,42,Shared video context,Shared-Video Exposure,Daviena
s1sskqlvz_,s1sskqlvz_,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
s31vi_,s31vi_,Outside LCN,1,23,0,0,0,0,6,1,,,60;74;90;103;134;168,60,Shared video context,Shared-Video Exposure,Daviena
s43i11a,s43i11a,Outside LCN,1,15,0,0,0,0,4,1,,,60;63;103;168,60,Shared video context,Shared-Video Exposure,Daviena
s46itarius12,s46itarius12,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
s4giitarius,s4giitarius,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
s4m_tunggal,s4m_tunggal,Outside LCN,1,28,0,0,0,0,5,1,,,5;34;99;117;150,5,Shared video context,Shared-Video Exposure,The Originote
s4mpoernaya,s4mpoernaya,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
s4vitri.fa,s4vitri.fa,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
s______eftiarevaniee,s______eftiarevaniee,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
s_asaa,s_asaa,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
s_ella6,s_ella6,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
s_khomsatun05,s_khomsatun05,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
s_lubis06,s_lubis06,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
s_sulung,s_sulung,Outside LCN,1,15,0,0,0,0,3,1,,,42;52;103,42,Shared video context,Shared-Video Exposure,Daviena
s_try10,s_try10,Outside LCN,1,18,0,0,0,1,5,3,16.116666666666667,16.116666666666667,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
sa.zuhroh,sa.zuhroh,Outside LCN,3,52,0,0,0,0,11,3,,,2;20;45;48;49;63;74;113;114;150;206,45,Shared video context,Shared-Video Exposure,Maryame
sa2753_kiki,sa2753_kiki,Outside LCN,1,23,0,0,0,0,4,1,,,45;48;54;204,45,Shared video context,Shared-Video Exposure,Maryame
saa_soo29,saa_soo29,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
saaa12445678910,saaa12445678910,Outside LCN,1,23,0,0,0,0,6,1,,,60;74;90;103;134;168,60,Shared video context,Shared-Video Exposure,Daviena
saaa_khansa,saaa_khansa,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
saadehsaedeh,saadehsaedeh,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
saafirakf,saafirakf,Outside LCN,1,12,0,0,0,0,3,1,,,45;74;206,45,Shared video context,Shared-Video Exposure,Maryame
saain06,saain06,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
