username_norm,username,mass_network_position,shared_hcc_video_count,n_hcc_accounts_shared_video,direct_reply_with_hcc_count,mass_replies_to_hcc_count,hcc_replies_to_mass_count,temporal_after_hcc_count,associated_hcc_count,mass_exposure_score,min_minutes_after_hcc,median_minutes_after_hcc,associated_hcc_ids,primary_associated_hcc,association_basis,mass_exposure_level,associated_hcc_brand_context
fitaasmara,fitaasmara,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fitanikrismawati5,fitanikrismawati5,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitfitria15,fitfitria15,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
fithryode19,fithryode19,Outside LCN,1,10,0,0,0,0,2,1,,,20;183,20,Shared video context,Shared-Video Exposure,Daviena
fitibasri,fitibasri,Outside LCN,1,10,0,0,0,0,2,1,,,20;183,20,Shared video context,Shared-Video Exposure,Daviena
fitra_marbun,fitra_marbun,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fitracindy,fitracindy,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitri.900,fitri.900,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitri.almeera2,fitri.almeera2,Outside LCN,1,18,0,0,0,1,5,3,12.95,12.95,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
fitri.ani6524,fitri.ani6524,Outside LCN,1,18,0,0,0,1,5,3,16.65,16.65,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
fitri.arfadama,fitri.arfadama,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
fitri.bundacitraq,fitri.bundacitraq,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
fitri.chipit,fitri.chipit,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
fitri.handayani362,fitri.handayani362,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
fitri.handayani97,fitri.handayani97,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitri.hdyni8,fitri.hdyni8,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitri.ita,fitri.ita,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitri.ulvi,fitri.ulvi,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitri.utami.utami,fitri.utami.utami,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
fitri.widayanti35,fitri.widayanti35,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitri25006,fitri25006,Outside LCN,1,14,0,0,0,0,3,1,,,52;74;114,52,Shared video context,Shared-Video Exposure,Daviena
fitri_abi,fitri_abi,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
fitri_aja93,fitri_aja93,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
fitri_mayang_sari9,fitri_mayang_sari9,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
fitri_offcial,fitri_offcial,Outside LCN,1,11,0,0,0,0,3,1,,,1;52;60,1,Shared video context,Shared-Video Exposure,Daviena
fitri_rahma28,fitri_rahma28,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitri_sabbara,fitri_sabbara,Outside LCN,1,18,0,0,0,3,5,7,15.933333333333334,16.4,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitri_trifa,fitri_trifa,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitri_v36,fitri_v36,Outside LCN,1,22,0,0,0,0,4,1,,,2;17;20;50,2,Shared video context,Shared-Video Exposure,Maryame
fitri_yuliana04,fitri_yuliana04,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitria.catya,fitria.catya,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitria85227,fitria85227,Outside LCN,1,22,0,0,0,3,4,7,8.4,8.633333333333333,2;17;20;50,20,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitria_809,fitria_809,Outside LCN,1,15,0,0,0,0,3,1,,,1;15;182,1,Shared video context,Shared-Video Exposure,Daviena
fitria_agus,fitria_agus,Outside LCN,1,12,0,0,0,0,2,1,,,49;150,49,Shared video context,Shared-Video Exposure,Daviena
fitria_ningsih1226,fitria_ningsih1226,Outside LCN,1,11,0,0,0,0,3,1,,,1;52;60,1,Shared video context,Shared-Video Exposure,Daviena
fitriaa581,fitriaa581,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
fitriaassagaf,fitriaassagaf,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriaauliaalwi,fitriaauliaalwi,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
fitriadewi01,fitriadewi01,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriaindrayani59,fitriaindrayani59,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriakasim28,fitriakasim28,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitriamaliya25,fitriamaliya25,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitriamuchtar84,fitriamuchtar84,Outside LCN,1,18,0,0,0,5,5,11,3.65,6.25,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitriana97141,fitriana97141,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
fitrianasunardi,fitrianasunardi,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrianhy0781,fitrianhy0781,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
fitriani.eka.syaw,fitriani.eka.syaw,Outside LCN,1,7,0,0,0,5,2,11,1.35,18.8,54;87,87,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitriani.fi0,fitriani.fi0,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
fitriani.mpit5,fitriani.mpit5,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
fitriani2919,fitriani2919,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriani_alvin15,fitriani_alvin15,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrianii_74,fitrianii_74,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrianiiiiiiiii,fitrianiiiiiiiii,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
fitrianiittipity,fitrianiittipity,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
fitrianingsih2399,fitrianingsih2399,Outside LCN,1,21,0,0,0,0,5,1,,,52;60;75;103;168,52,Shared video context,Shared-Video Exposure,Daviena
fitrianiphte97,fitrianiphte97,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrianirhy,fitrianirhy,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
fitrianiscaramoy,fitrianiscaramoy,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitrianna_97,fitrianna_97,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrianyabie1,fitrianyabie1,Outside LCN,1,12,0,0,0,0,4,1,,,14;20;42;63,14,Shared video context,Shared-Video Exposure,Daviena
fitriapu_t,fitriapu_t,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriapurnamaputri,fitriapurnamaputri,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriarmy7_,fitriarmy7_,Outside LCN,1,8,0,0,0,1,3,3,8.1,8.1,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitriasecond2,fitriasecond2,Outside LCN,1,10,0,0,0,0,2,1,,,20;183,20,Shared video context,Shared-Video Exposure,Daviena
fitriastuti_15,fitriastuti_15,Outside LCN,1,18,0,0,0,3,5,7,15.6,16.066666666666666,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitribakkara,fitribakkara,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitricarisa205,fitricarisa205,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitridafiezaqsha4,fitridafiezaqsha4,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
fitridaihatsulamongan,fitridaihatsulamongan,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitridamayanti743,fitridamayanti743,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitridjabir,fitridjabir,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitridory,fitridory,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
fitrie_71,fitrie_71,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitrieadmajanst,fitrieadmajanst,Outside LCN,1,16,0,0,0,0,4,1,,,50;63;75;206,50,Shared video context,Shared-Video Exposure,Maryame
fitriefie,fitriefie,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
fitrielliyanti,fitrielliyanti,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrierliyani3,fitrierliyani3,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrifazri29,fitrifazri29,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrihd06,fitrihd06,Outside LCN,1,18,0,0,0,1,5,3,52.36666666666667,52.36666666666667,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitrihd8,fitrihd8,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
fitriiiyani0916,fitriiiyani0916,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
fitriirawan188,fitriirawan188,Outside LCN,1,18,0,0,0,1,5,3,12.95,12.95,14;34;75;134;150,134,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitriisanusi,fitriisanusi,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
fitriizuliiyanii,fitriizuliiyanii,Outside LCN,1,8,0,0,0,1,3,3,35.7,35.7,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitrijeje28,fitrijeje28,Outside LCN,1,18,0,0,0,5,5,11,2.05,4.65,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitrikarlina226,fitrikarlina226,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
fitrikontreng128,fitrikontreng128,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrikriwiel26,fitrikriwiel26,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrikurniasari22,fitrikurniasari22,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrimadiun2,fitrimadiun2,Outside LCN,1,11,0,0,0,0,2,1,,,17;132,17,Shared video context,Shared-Video Exposure,Maryame
fitrinia235,fitrinia235,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitrinuraini114,fitrinuraini114,Outside LCN,1,11,0,0,0,0,3,1,,,1;52;60,1,Shared video context,Shared-Video Exposure,Daviena
fitrip196,fitrip196,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
fitriphiephiet,fitriphiephiet,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriramadina70,fitriramadina70,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrisaindr,fitrisaindr,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
fitrisayidatimuka,fitrisayidatimuka,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
fitriseptisutisna,fitriseptisutisna,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrisrisulastri4,fitrisrisulastri4,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
fitritavani42,fitritavani42,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitriwhite,fitriwhite,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriwulandari9.10,fitriwulandari9.10,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriyahyah6,fitriyahyah6,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitriyana.ns,fitriyana.ns,Outside LCN,3,56,0,0,0,0,12,3,,,1;15;16;52;60;75;87;103;134;168;181;183,52,Shared video context,Shared-Video Exposure,Daviena
fitriyani_syaban,fitriyani_syaban,Outside LCN,1,19,0,0,0,0,4,1,,,1;17;52;113,1,Shared video context,Shared-Video Exposure,Daviena
fitriyanifitri747,fitriyanifitri747,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriyanifitriy132,fitriyanifitriy132,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriyaniii2908,fitriyaniii2908,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriyanti9570,fitriyanti9570,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
fitriyantijamil2,fitriyantijamil2,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fitriyayaa_,fitriyayaa_,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitriyulia.01,fitriyulia.01,Outside LCN,1,18,0,0,0,1,5,3,49.916666666666664,49.916666666666664,14;34;75;134;150,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitrizain24,fitrizain24,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fitrizaza4,fitrizaza4,Outside LCN,1,21,0,0,0,0,4,1,,,45;48;113;150,45,Shared video context,Shared-Video Exposure,Maryame
fitrizulfikri,fitrizulfikri,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitruuueee.961,fitruuueee.961,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitry.kayla,fitry.kayla,Outside LCN,1,18,0,0,0,2,5,5,1.0666666666666667,2.466666666666667,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
fitry202,fitry202,Outside LCN,1,18,0,0,0,5,5,11,4.766666666666667,7.366666666666666,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fitryaprilia3ipit,fitryaprilia3ipit,Outside LCN,1,11,0,0,0,0,3,1,,,20;63;114,20,Shared video context,Shared-Video Exposure,Daviena
fitryatulummah,fitryatulummah,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrylubis98,fitrylubis98,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitrymniz,fitrymniz,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitryramdani,fitryramdani,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fitt1996,fitt1996,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fittri718,fittri718,Outside LCN,1,13,0,0,0,0,4,1,,,45;48;54;134,45,Shared video context,Shared-Video Exposure,Maryame
fiverambe,fiverambe,Outside LCN,1,25,0,0,0,0,4,1,,,17;54;132;180,17,Shared video context,Shared-Video Exposure,Maryame
fivi_506,fivi_506,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fiwsk_,fiwsk_,Outside LCN,1,13,0,0,0,0,2,1,,,5;205,5,Shared video context,Shared-Video Exposure,The Originote
fiyafaizah12,fiyafaizah12,Outside LCN,1,8,0,0,0,0,2,1,,,18;63,18,Shared video context,Shared-Video Exposure,The Originote
fiyana821,fiyana821,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fiyhoodiejaket,fiyhoodiejaket,Outside LCN,1,8,0,0,0,2,3,5,30.883333333333333,31.308333333333334,14;20;34,34,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fiyyyyyyih001,fiyyyyyyih001,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
fizzynisa,fizzynisa,Outside LCN,1,10,0,0,0,0,2,1,,,20;183,20,Shared video context,Shared-Video Exposure,Daviena
fkamlll,fkamlll,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fkri_89,fkri_89,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fkryz_3,fkryz_3,Outside LCN,1,17,0,0,0,0,3,1,,,1;54;90,1,Shared video context,Shared-Video Exposure,Daviena
fl0werry.farraa_,fl0werry.farraa_,Outside LCN,1,21,0,0,0,0,5,1,,,52;60;75;103;168,52,Shared video context,Shared-Video Exposure,Daviena
fl0werry_1,fl0werry_1,Outside LCN,1,18,0,0,0,0,4,1,,,5;17;99;134,5,Shared video context,Shared-Video Exposure,The Originote
flafoszie,flafoszie,Outside LCN,1,18,0,0,0,0,4,1,,,5;17;99;134,5,Shared video context,Shared-Video Exposure,The Originote
flamingo.owow,flamingo.owow,Outside LCN,1,21,0,0,0,0,5,1,,,52;60;75;103;168,52,Shared video context,Shared-Video Exposure,Daviena
flamingo_210700,flamingo_210700,Outside LCN,1,12,0,0,0,0,4,1,,,14;20;42;63,14,Shared video context,Shared-Video Exposure,Daviena
flbyn11,flbyn11,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
flexn11,flexn11,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
flicia59,flicia59,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
flinbo_,flinbo_,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
flnntnaa,flnntnaa,Outside LCN,1,16,0,0,0,0,4,1,,,50;63;75;206,50,Shared video context,Shared-Video Exposure,Maryame
floooowwwwwww,floooowwwwwww,Outside LCN,1,31,0,0,0,0,6,1,,,15;16;87;134;181;183,15,Shared video context,Shared-Video Exposure,The Originote
flooweryy_na00,flooweryy_na00,Outside LCN,1,7,0,0,0,0,2,1,,,54;87,54,Shared video context,Shared-Video Exposure,Azarine
floriebell81,floriebell81,Outside LCN,1,25,0,0,0,0,5,1,,,48;54;63;180;182,48,Shared video context,Shared-Video Exposure,The Originote
florinafashion1,florinafashion1,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
floristcibubur,floristcibubur,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
floryne21,floryne21,Outside LCN,1,9,0,0,0,0,3,1,,,17;34;206,17,Shared video context,Shared-Video Exposure,Maryame
flower214943,flower214943,Outside LCN,1,14,0,0,0,0,3,1,,,52;74;114,52,Shared video context,Shared-Video Exposure,Daviena
flower_girl_candy501,flower_girl_candy501,Outside LCN,1,18,0,0,0,2,5,5,8.316666666666666,9.716666666666667,14;34;75;134;150,150,Temporal association after HCC comment,Temporal-Context Exposure,Maryame
flowerbell__,flowerbell__,Outside LCN,1,15,0,0,0,0,4,1,,,50;54;63;103,50,Shared video context,Shared-Video Exposure,Maryame
flowerdance06,flowerdance06,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
flowergemin1,flowergemin1,Outside LCN,1,25,0,0,0,0,5,1,,,3;45;54;134;204,3,Shared video context,Shared-Video Exposure,Maryame
flowerpuffff2,flowerpuffff2,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
flowerrr149,flowerrr149,Outside LCN,1,25,0,0,0,0,4,1,,,5;46;48;191,5,Shared video context,Shared-Video Exposure,The Originote
flowerrs3_,flowerrs3_,Outside LCN,1,22,0,0,0,0,5,1,,,16;52;63;103;181,16,Shared video context,Shared-Video Exposure,Daviena
flowerssweetttt,flowerssweetttt,Outside LCN,1,23,0,0,0,0,4,1,,,45;48;54;204,45,Shared video context,Shared-Video Exposure,Maryame
flowersyieee5,flowersyieee5,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
floweruf,floweruf,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
flowismee,flowismee,Outside LCN,1,18,0,0,0,5,5,11,6.366666666666666,8.966666666666667,14;34;75;134;150,14,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
flowrrrj212,flowrrrj212,Outside LCN,1,12,0,0,0,0,3,1,,,45;74;206,45,Shared video context,Shared-Video Exposure,Maryame
floww_462,floww_462,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
flrcta_ra,flrcta_ra,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
fluffychoco0_0,fluffychoco0_0,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
fluttershy_680,fluttershy_680,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
flwrsssssss2,flwrsssssss2,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
flwrsylaa_,flwrsylaa_,Outside LCN,1,17,0,0,0,0,3,1,,,16;99;150,16,Shared video context,Shared-Video Exposure,Daviena
fly.moa,fly.moa,Outside LCN,1,29,0,0,0,0,5,1,,,17;18;54;87;180,17,Shared video context,Shared-Video Exposure,Maryame
fnaaa15,fnaaa15,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fni476,fni476,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fninst,fninst,Outside LCN,1,18,0,0,0,0,5,1,,,14;34;75;134;150,14,Shared video context,Shared-Video Exposure,Daviena
fnkstryni,fnkstryni,Outside LCN,1,7,0,0,0,4,2,9,10.133333333333333,10.366666666666667,54;87,87,Temporal association after HCC comment,Temporal-Context Exposure,Daviena
fnmpiiiiiiiiiii,fnmpiiiiiiiiiii,Outside LCN,1,18,0,0,0,0,4,1,,,1;87;90;150,1,Shared video context,Shared-Video Exposure,Daviena
fnv.12,fnv.12,Outside LCN,3,55,0,0,0,0,11,3,,,1;14;17;18;50;54;63;87;103;150;180,54,Shared video context,Shared-Video Exposure,Azarine
fnyrisfrda,fnyrisfrda,Outside LCN,2,44,0,0,0,0,9,2,,,2;20;45;48;49;63;113;114;150,2,Shared video context,Shared-Video Exposure,Maryame
fomotapismart,fomotapismart,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
formulasugarr,formulasugarr,Outside LCN,1,19,0,0,0,0,4,1,,,3;5;45;63,3,Shared video context,Shared-Video Exposure,Maryame
foryou_4fy,foryou_4fy,Outside LCN,1,3,0,0,0,0,1,1,,,20,20,Shared video context,Shared-Video Exposure,Daviena
fotocopyan.id,fotocopyan.id,Outside LCN,1,8,0,0,0,0,3,1,,,14;20;34,14,Shared video context,Shared-Video Exposure,Daviena
