username_norm,username,is_hcc_member,n_comments,evaluable_comments,coverage,positive_count,neutral_count,negative_count,uncertain_count,no text_count,negative_ratio,neutral_ratio,positive_ratio,dominant_sentiment
tstxuc,tstxuc,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
tsukikeibb,tsukikeibb,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tsuraya284,tsuraya284,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tsykcap0,tsykcap0,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tsynln,tsynln,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tt_course,tt_course,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ttbeauty20,ttbeauty20,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
tthdedew82,tthdedew82,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ttii1307,ttii1307,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ttinag26,ttinag26,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ttipawyy_,ttipawyy_,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
tttaaa723,tttaaa723,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tttaneea,tttaneea,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tttyaasss,tttyaasss,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ttyyysgm,ttyyysgm,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tu_saaa,tu_saaa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tuanmudamirzah,tuanmudamirzah,False,2,2,1.0,0,0,2,0,0,1.0,0.0,0.0,Negative
tuanmudo716,tuanmudo716,False,2,2,1.0,0,1,1,0,0,0.5,0.5,0.0,Negative
tufi360,tufi360,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
tujuh.sembilan,tujuh.sembilan,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
tukang_ngonten19,tukang_ngonten19,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tukangjajan95_,tukangjajan95_,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
tukangjasastronline,tukangjasastronline,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tukangkecap8,tukangkecap8,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tukangngarit889,tukangngarit889,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tukiyahkia,tukiyahkia,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tukstore03,tukstore03,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
tukukak,tukukak,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
tulalaaaaaaaa,tulalaaaaaaaa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tulangpungung4,tulangpungung4,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tuluskok23,tuluskok23,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
tunggalnih_bos,tunggalnih_bos,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
tuntuttridinariskanti,tuntuttridinariskanti,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
turiyah59,turiyah59,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
tursila_4,tursila_4,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tuscanydesi,tuscanydesi,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
tuss907_,tuss907_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tutdelmairo1422,tutdelmairo1422,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tutekyusuf,tutekyusuf,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tuti.susanti396,tuti.susanti396,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tuti28sugiarti,tuti28sugiarti,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tuti_al_fiyah,tuti_al_fiyah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tutiaryanti012,tutiaryanti012,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tutidamayantiya57,tutidamayantiya57,False,2,2,1.0,0,1,1,0,0,0.5,0.5,0.0,Negative
tutijibon74,tutijibon74,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
tutik.lestari618,tutik.lestari618,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tutirahayu770,tutirahayu770,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tutisumyati1,tutisumyati1,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tutorialh1dup,tutorialh1dup,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tutun9152,tutun9152,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tutus_ariyadi,tutus_ariyadi,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tutyallawi,tutyallawi,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tutyshrmn08,tutyshrmn08,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tuyul_prindavan,tuyul_prindavan,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tuyulgenul,tuyulgenul,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tuz_16,tuz_16,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tvblla,tvblla,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tw.a23,tw.a23,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
tw1994,tw1994,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tw29294,tw29294,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
twelfthofjune___,twelfthofjune___,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
twenttyfour4,twenttyfour4,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
twentysevenktg,twentysevenktg,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
twentyyyfivee_25,twentyyyfivee_25,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
twins0.4,twins0.4,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
twinstunliu,twinstunliu,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
twobutthree,twobutthree,False,2,2,1.0,1,1,0,0,0,0.0,0.5,0.5,Neutral
twoggek,twoggek,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
twomellin,twomellin,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
twwaaa_haha,twwaaa_haha,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
txidh_,txidh_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
txz023,txz023,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tya.1302,tya.1302,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tya.mutya6,tya.mutya6,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tya.ningrum10,tya.ningrum10,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tya_aja123,tya_aja123,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyaifanka,tyaifanka,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyarabeautycare,tyarabeautycare,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyararnata,tyararnata,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyas.arining.dyah,tyas.arining.dyah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyas8534,tyas8534,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
tyasamaliaaaa,tyasamaliaaaa,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tyasandriani18,tyasandriani18,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyaseptya06,tyaseptya06,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tyasnegarayu,tyasnegarayu,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyeenpurple,tyeenpurple,False,2,2,1.0,2,0,0,0,0,0.0,0.0,1.0,Positive
tyeline2,tyeline2,False,3,3,1.0,0,3,0,0,0,0.0,1.0,0.0,Neutral
tykook8,tykook8,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
tylestary_7,tylestary_7,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tym_kh,tym_kh,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tyna.muksir,tyna.muksir,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tynchemey,tynchemey,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tynrrrrr,tynrrrrr,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyobundaxegil,tyobundaxegil,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyoprasetyo098,tyoprasetyo098,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyranangkoda,tyranangkoda,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tys189_,tys189_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyss272,tyss272,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tytinnn08,tytinnn08,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tyutiiiiii,tyutiiiiii,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyxraat,tyxraat,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyya194,tyya194,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyyaaan_2,tyyaaan_2,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
tyyadevano,tyyadevano,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tzahlul,tzahlul,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
tzprtsd,tzprtsd,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
tzyjbooo,tzyjbooo,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
u.rulll,u.rulll,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
u24_02,u24_02,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
uang.baru4,uang.baru4,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ubaydillah034,ubaydillah034,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ucancallmeneng,ucancallmeneng,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ucen447,ucen447,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ucergs,ucergs,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uchaangella,uchaangella,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uchuermawati,uchuermawati,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
uchunurulhayati95,uchunurulhayati95,False,2,1,0.5,0,1,0,1,0,0.0,1.0,0.0,Neutral
uci.andriani48,uci.andriani48,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uci1101,uci1101,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uci4173,uci4173,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ucicici86,ucicici86,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ucicolo,ucicolo,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uciikk99,uciikk99,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ucika30,ucika30,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
ucill_kecil,ucill_kecil,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ucisrw,ucisrw,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ucup_salon,ucup_salon,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ucup_tendamojokerto,ucup_tendamojokerto,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
udahlamaa_,udahlamaa_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
udangebyy,udangebyy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
udenpres,udenpres,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
udhmamake,udhmamake,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
udhuljanah05,udhuljanah05,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
udinwijaya81,udinwijaya81,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
udiyautami7,udiyautami7,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
udusoposopo.ne,udusoposopo.ne,False,2,1,0.5,0,1,0,1,0,0.0,1.0,0.0,Neutral
uejsmwmavakejebd,uejsmwmavakejebd,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ufmul,ufmul,False,3,1,0.3333333333333333,1,0,0,2,0,0.0,0.0,1.0,Positive
ugonhr,ugonhr,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
uiyulianti07,uiyulianti07,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ujangkeduuailov,ujangkeduuailov,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ukhti_fitri,ukhti_fitri,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ukhtipreneur_,ukhtipreneur_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ukhty1119,ukhty1119,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ukhty_iin_98,ukhty_iin_98,False,3,3,1.0,2,1,0,0,0,0.0,0.3333333333333333,0.6666666666666666,Positive
ukhtyaisyahdarwis,ukhtyaisyahdarwis,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ukhtybercadar,ukhtybercadar,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ukhtyoghee,ukhtyoghee,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
uknowncl,uknowncl,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
ulaaattt,ulaaattt,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulad_bulu92,ulad_bulu92,False,3,3,1.0,1,0,2,0,0,0.6666666666666666,0.0,0.3333333333333333,Negative
ulahana7,ulahana7,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulan_dari99,ulan_dari99,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulan_jewels,ulan_jewels,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulancantikkkkkkkkkk,ulancantikkkkkkkkkk,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulandjulita,ulandjulita,False,3,3,1.0,0,3,0,0,0,0.0,1.0,0.0,Neutral
ulann227,ulann227,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulanshop19,ulanshop19,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ulasankilat_r3c07m00x2561,ulasankilat_r3c07m00x2561,True,3,3,1.0,3,0,0,0,0,0.0,0.0,1.0,Positive
ulasankilat_r3c07m01x9795,ulasankilat_r3c07m01x9795,True,5,4,0.8,4,0,0,1,0,0.0,0.0,1.0,Positive
ulasankilat_r3c07m02x4325,ulasankilat_r3c07m02x4325,True,5,4,0.8,4,0,0,1,0,0.0,0.0,1.0,Positive
ulasankilat_r3c07m03x2101,ulasankilat_r3c07m03x2101,True,5,4,0.8,4,0,0,1,0,0.0,0.0,1.0,Positive
ulasankilat_r3c07m04x5222,ulasankilat_r3c07m04x5222,True,5,5,1.0,4,1,0,0,0,0.0,0.2,0.8,Positive
ulbamaria,ulbamaria,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulbella7_,ulbella7_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfa.166,ulfa.166,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfa.haikal,ulfa.haikal,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ulfa.nisa43,ulfa.nisa43,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
ulfa.umaroh,ulfa.umaroh,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
ulfa.young_123,ulfa.young_123,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfa7720,ulfa7720,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfa_maria91,ulfa_maria91,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfaaida_,ulfaaida_,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
ulfaayan,ulfaayan,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfadiana141,ulfadiana141,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
ulfafaaa,ulfafaaa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfafiza05,ulfafiza05,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfakiswati,ulfakiswati,False,2,2,1.0,0,1,1,0,0,0.5,0.5,0.0,Negative
ulfatulhasanah81,ulfatulhasanah81,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfaulf11,ulfaulf11,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfhaaaa06,ulfhaaaa06,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfiah025,ulfiah025,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfiamarifatul124,ulfiamarifatul124,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulfiya.fiya3,ulfiya.fiya3,False,2,2,1.0,1,0,1,0,0,0.5,0.0,0.5,Negative
ulhynasier,ulhynasier,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uli.collection,uli.collection,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulianaaa996,ulianaaa996,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uliaulfa7,uliaulfa7,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulibahar19,ulibahar19,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
ulil_96,ulil_96,False,3,3,1.0,0,3,0,0,0,0.0,1.0,0.0,Neutral
ulilabshoriyah7,ulilabshoriyah7,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
ulin.vanelyn,ulin.vanelyn,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulin_naila,ulin_naila,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulinlaposi_07,ulinlaposi_07,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulinnnnnnnnnnnnn,ulinnnnnnnnnnnnn,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uliperwati12,uliperwati12,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulislubis,ulislubis,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uliulila,uliulila,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ullandarii_,ullandarii_,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ullbadoobee,ullbadoobee,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulmisakhiy,ulmisakhiy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulppamanukan,ulppamanukan,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
ult3r4men,ult3r4men,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ultah_5mei,ultah_5mei,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
ultramilkenaktauuuuu,ultramilkenaktauuuuu,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ultramilkstroberry_,ultramilkstroberry_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulu_ilir0711,ulu_ilir0711,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
ululhabibah07,ululhabibah07,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ulvaa126,ulvaa126,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulvatrc_,ulvatrc_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulvhautomo,ulvhautomo,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulwiqubamuslimstore,ulwiqubamuslimstore,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uly01000,uly01000,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ulyuly190,ulyuly190,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
umaaa_,umaaa_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umaiza3217,umaiza3217,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
umamah14,umamah14,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umamical,umamical,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umamika99,umamika99,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
umarcuyyy,umarcuyyy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umarkevin859,umarkevin859,False,7,6,0.8571428571428571,1,4,1,1,0,0.16666666666666666,0.6666666666666666,0.16666666666666666,Neutral
umay_047,umay_047,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umaya84265,umaya84265,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
umbrelasun,umbrelasun,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umi.iqram,umi.iqram,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umi.nor2,umi.nor2,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umi.umi9285,umi.umi9285,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umi.zhuro,umi.zhuro,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umi08308,umi08308,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umi5335,umi5335,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
umi_musthofaluthfi,umi_musthofaluthfi,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umiadzima,umiadzima,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umiahmad671,umiahmad671,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umialifahratu,umialifahratu,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umiarkan21,umiarkan21,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
umiayuna5,umiayuna5,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umibadrie03,umibadrie03,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
umicacadanekal,umicacadanekal,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umie.kultsum,umie.kultsum,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umifiazah,umifiazah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umiirjamkenzo,umiirjamkenzo,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umikhasanah829,umikhasanah829,False,2,2,1.0,0,1,1,0,0,0.5,0.5,0.0,Negative
umimarifah97,umimarifah97,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umimualimah,umimualimah,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
umimucholifah13,umimucholifah13,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
uminazma.124,uminazma.124,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
uminyazhra,uminyazhra,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umipanditaratu,umipanditaratu,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umisahira3,umisahira3,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
umisalamah088,umisalamah088,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
umisholika123,umisholika123,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
umji.gfriend,umji.gfriend,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umkil8,umkil8,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
umma.ryuu,umma.ryuu,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umma2099,umma2099,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umma_alza,umma_alza,False,2,2,1.0,1,1,0,0,0,0.0,0.5,0.5,Neutral
umma_azqila_rasheda,umma_azqila_rasheda,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
umma_zayyan1,umma_zayyan1,False,6,5,0.8333333333333334,3,2,0,1,0,0.0,0.4,0.6,Positive
ummahhhlichaish,ummahhhlichaish,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ummahilwa08,ummahilwa08,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ummahraffasya,ummahraffasya,False,2,2,1.0,0,1,1,0,0,0.5,0.5,0.0,Negative
ummaqais_,ummaqais_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ummar_ammar,ummar_ammar,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ummayyy000,ummayyy000,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ummi_ica,ummi_ica,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
