username_norm,username,is_hcc_member,n_comments,evaluable_comments,coverage,positive_count,neutral_count,negative_count,uncertain_count,no text_count,negative_ratio,neutral_ratio,positive_ratio,dominant_sentiment
arbanni261031,arbanni261031,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
architecturelee,architecturelee,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
arcthur12_,arcthur12_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arcvstarr,arcvstarr,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arcxbl,arcxbl,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ardan_heic,ardan_heic,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardea996,ardea996,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardenthis.__,ardenthis.__,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardeva_96,ardeva_96,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardhy_ardi,ardhy_ardi,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardiaarr.2,ardiaarr.2,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ardiana3010,ardiana3010,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardianilmasari,ardianilmasari,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardihaya2015,ardihaya2015,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardiisent,ardiisent,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
ardilafebri,ardilafebri,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardilaiedha,ardilaiedha,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardiriyana09,ardiriyana09,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ardito_060924,ardito_060924,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ardsanwo,ardsanwo,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
areebabrahmanto28,areebabrahmanto28,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
areee717,areee717,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arekpesek94,arekpesek94,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
areldn_,areldn_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arema290319,arema290319,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arenamanahan,arenamanahan,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arenziteung,arenziteung,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
aretha_dinata,aretha_dinata,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arevllg,arevllg,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arexa02,arexa02,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arfabara0,arfabara0,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arfahida06,arfahida06,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arfansya10,arfansya10,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arga_kertawirama4085,arga_kertawirama4085,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arhmtlfa,arhmtlfa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ari...laso,ari...laso,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ari.nurmayanti3,ari.nurmayanti3,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ari.zonk,ari.zonk,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ariadona23,ariadona23,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ariana.great8,ariana.great8,False,2,2,1.0,0,1,1,0,0,0.5,0.5,0.0,Negative
ariannaaul,ariannaaul,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariantiy,ariantiy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariantysja,ariantysja,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arieessskini,arieessskini,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariefhermansyah87,ariefhermansyah87,False,4,4,1.0,1,2,1,0,0,0.25,0.5,0.25,Neutral
ariefsyaifullah789,ariefsyaifullah789,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arieherini,arieherini,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariel.kw94,ariel.kw94,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aries17m,aries17m,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aries23037,aries23037,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
aries_gurl45,aries_gurl45,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
ariesboyss88,ariesboyss88,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ariesetyowati170,ariesetyowati170,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariesgurrllssss,ariesgurrllssss,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariess03212,ariess03212,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariess831,ariess831,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
ariess_150403,ariess_150403,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariess_1804,ariess_1804,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ariessatuapril,ariessatuapril,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariesseres,ariesseres,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ariesssss_11,ariesssss_11,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariest1991,ariest1991,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arif_fadilah12,arif_fadilah12,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arif_sinjai02,arif_sinjai02,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arifander_ys,arifander_ys,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arifatus00,arifatus00,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arifin_al.ghazali,arifin_al.ghazali,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ariga_skincare,ariga_skincare,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ariirmawati1,ariirmawati1,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arika231097,arika231097,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
arikaryati04,arikaryati04,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
arilfirmnsyah,arilfirmnsyah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arilrez,arilrez,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arimbi860,arimbi860,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arimbi_kinara,arimbi_kinara,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arin_idisaputri,arin_idisaputri,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arinaprastika,arinaprastika,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arindasitya,arindasitya,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arindenoc,arindenoc,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arini.meerakaif,arini.meerakaif,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arini91894335,arini91894335,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
arini_ariyanto,arini_ariyanto,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arinisafitri_,arinisafitri_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arinnaa729,arinnaa729,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arinsasmitaa,arinsasmitaa,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
arinshop123,arinshop123,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
aririnaldi31,aririnaldi31,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
aris.ams.speed,aris.ams.speed,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aris.man677,aris.man677,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ariska1547,ariska1547,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariskan09,ariskan09,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariskatom,ariskatom,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arista2239,arista2239,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arista_0383,arista_0383,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aristanurma_,aristanurma_,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arisyudistia3636,arisyudistia3636,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arithaariansyah,arithaariansyah,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ariyaaamxsz,ariyaaamxsz,False,3,3,1.0,1,1,1,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,Negative
ariyanti034,ariyanti034,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariyanti756,ariyanti756,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariyanti_0798,ariyanti_0798,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ariyati.com,ariyati.com,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
arizaa104,arizaa104,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arizqizp02,arizqizp02,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
arka26556,arka26556,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arkaalfarizqi4,arkaalfarizqi4,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arkananta9275,arkananta9275,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arkanarasyid26,arkanarasyid26,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arkanshaka18,arkanshaka18,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arkarama67,arkarama67,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arkha6709,arkha6709,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arkhanasiahaan17,arkhanasiahaan17,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arladesi,arladesi,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arlina.dipati,arlina.dipati,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
arlisa76,arlisa76,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arlita_57,arlita_57,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arllst,arllst,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arllynsays,arllynsays,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
arlyhaww_28,arlyhaww_28,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arm.amy,arm.amy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
armancu39,armancu39,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arminboy321,arminboy321,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
armymochamochi,armymochamochi,False,3,1,0.3333333333333333,0,0,1,2,0,1.0,0.0,0.0,Negative
arna7700,arna7700,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arnayla2,arnayla2,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
arnfdhla_,arnfdhla_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arniarlinda2,arniarlinda2,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arniatitrinayomim,arniatitrinayomim,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arnii48,arnii48,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arnilanazwa,arnilanazwa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arnndhitaaa,arnndhitaaa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arofah.ariyanti,arofah.ariyanti,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aroiirohmah,aroiirohmah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aronowww1,aronowww1,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arpa014,arpa014,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arr.7_,arr.7_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arr_955,arr_955,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arr_riie,arr_riie,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
arra_zahra28,arra_zahra28,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arraa._02,arraa._02,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arraandini123,arraandini123,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arrasyakhalifalbarra,arrasyakhalifalbarra,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arrasyid30,arrasyid30,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
arrayo_,arrayo_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arrayyanpradiptaadii,arrayyanpradiptaadii,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arrinrezzkyaa,arrinrezzkyaa,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arrumi.dn,arrumi.dn,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arrumishop11,arrumishop11,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arrumnoorainindysah,arrumnoorainindysah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsa_bee,arsa_bee,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arseino0707,arseino0707,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsel967,arsel967,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arseliaaaaa,arseliaaaaa,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
arsenbyruangtidur,arsenbyruangtidur,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
arshaka9965,arshaka9965,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arshakaarasya27,arshakaarasya27,False,3,3,1.0,0,2,1,0,0,0.3333333333333333,0.6666666666666666,0.0,Neutral
arshakaarceliodevanka,arshakaarceliodevanka,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arshasalvatore,arshasalvatore,False,3,3,1.0,0,2,1,0,0,0.3333333333333333,0.6666666666666666,0.0,Neutral
arsiaheneng,arsiaheneng,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arstoktv,arstoktv,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsya.adiba,arsya.adiba,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
arsya.alfatih97,arsya.alfatih97,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsya.bana,arsya.bana,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsyaarsya182,arsyaarsya182,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsyaathallarahman,arsyaathallarahman,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
arsyad5366,arsyad5366,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsyadrafasya,arsyadrafasya,False,2,2,1.0,0,0,2,0,0,1.0,0.0,0.0,Negative
arsyadsun,arsyadsun,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsyakha602,arsyakha602,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
arsycomel05,arsycomel05,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsyfa.azzahra1,arsyfa.azzahra1,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsyiladellavia,arsyiladellavia,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsyilaromeesa__,arsyilaromeesa__,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsyilarsy27,arsyilarsy27,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsylala101,arsylala101,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsyriz,arsyriz,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arsytasusanto880,arsytasusanto880,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
art18enthusiast,art18enthusiast,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
artaayou,artaayou,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
artasari10,artasari10,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
artbe60,artbe60,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arti_shei,arti_shei,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
artika_melati,artika_melati,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
artisetiawan,artisetiawan,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
artisha_makeup,artisha_makeup,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
artwotaas,artwotaas,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aru_bas,aru_bas,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arudaa22,arudaa22,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
arumaarumi,arumaarumi,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arumi.family,arumi.family,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arumi16050,arumi16050,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arumi_ainun3,arumi_ainun3,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arumi_khansa_store,arumi_khansa_store,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arumisyahira1,arumisyahira1,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arumiyusuf7,arumiyusuf7,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arumsuciani,arumsuciani,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arumyatiarti,arumyatiarti,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arunhaakalea,arunhaakalea,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arunikasalsabilla,arunikasalsabilla,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
arunygemoy,arunygemoy,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
arvhyna04,arvhyna04,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arvi.official1616,arvi.official1616,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arvi_sab11,arvi_sab11,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arviibell_84,arviibell_84,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
arvind_1811,arvind_1811,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arvndk,arvndk,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ary0441,ary0441,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aryaniielishaaa,aryaniielishaaa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aryanisachi,aryanisachi,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
aryanisangpujaanhati,aryanisangpujaanhati,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
aryanna.sani,aryanna.sani,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
aryantitrisna,aryantitrisna,False,3,3,1.0,0,2,1,0,0,0.3333333333333333,0.6666666666666666,0.0,Neutral
aryanyandi5,aryanyandi5,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
aryellesy,aryellesy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arynnnnryryn,arynnnnryryn,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arzinta1978,arzinta1978,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
arzoadhityachairy,arzoadhityachairy,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
arzyalatas,arzyalatas,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
as.wijaya33,as.wijaya33,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
as2501__,as2501__,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asaaa.ajaa,asaaa.ajaa,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asaadaisy,asaadaisy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asabelavvv,asabelavvv,False,4,4,1.0,1,3,0,0,0,0.0,0.75,0.25,Neutral
asaja_26,asaja_26,False,3,3,1.0,1,2,0,0,0,0.0,0.6666666666666666,0.3333333333333333,Neutral
asammanis255,asammanis255,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asamsulfat25,asamsulfat25,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
asarirpc,asarirpc,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
asauqi62,asauqi62,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ascar_nababil_,ascar_nababil_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asciiayuningsih,asciiayuningsih,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
asemmanis256,asemmanis256,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asep.abak,asep.abak,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
asepso997,asepso997,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asepwardani1,asepwardani1,False,1,1,1.0,1,0,0,0,0,0.0,0.0,1.0,Positive
aserlyw,aserlyw,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asfannhlw,asfannhlw,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asftr__,asftr__,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ashaaa133,ashaaa133,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
ashachannel0415,ashachannel0415,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ashadiya_nayy,ashadiya_nayy,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ashaline17,ashaline17,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ashfazira_,ashfazira_,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ashifanurulfauziah1,ashifanurulfauziah1,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
ashima_maziyyah,ashima_maziyyah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ashkadanish,ashkadanish,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ashyla.shop2,ashyla.shop2,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
ashyrii,ashyrii,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asiah273,asiah273,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asiamielshop,asiamielshop,False,1,0,0.0,0,0,0,1,0,,,,No evaluable sentiment
asiasalonketanggungan,asiasalonketanggungan,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asieh23,asieh23,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asifrazap1,asifrazap1,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asih47019,asih47019,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asih9617,asih9617,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asih_631,asih_631,False,6,6,1.0,4,2,0,0,0,0.0,0.3333333333333333,0.6666666666666666,Positive
asih_syah15,asih_syah15,False,2,1,0.5,0,1,0,1,0,0.0,1.0,0.0,Neutral
asihnuristiqomah0,asihnuristiqomah0,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asihyansyah05,asihyansyah05,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asiiiiiiiiiiiiih,asiiiiiiiiiiiiih,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asikin.aja214,asikin.aja214,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asila.elsa016,asila.elsa016,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asisah_aja,asisah_aja,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asiyaaaaaaah,asiyaaaaaaah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
asiyah4480,asiyah4480,False,1,1,1.0,0,0,1,0,0,1.0,0.0,0.0,Negative
askaaaaah,askaaaaah,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
askia_syahida,askia_syahida,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
askiahnurdi,askiahnurdi,False,1,1,1.0,0,1,0,0,0,0.0,1.0,0.0,Neutral
aslamiyahfitrii,aslamiyahfitrii,False,2,2,1.0,0,2,0,0,0,0.0,1.0,0.0,Neutral
